Goal ID,단계,영역,목표,짧은 Goal 프롬프트,상세 지시서,결과 문서,선행 Goal,완료 기준,프롬프트 글자 수
G1G-002,Phase 1 - Unity 대체 기반 구현,세션/네트워크 대체,Action queue replay metadata,"HeadlessDCGO.Engine Goal G1G-002만 수행하라.
목표: Action queue replay metadata
상세 지시서: docs/goal-specs/G1G-002_action_queue_replay_metadata.md
선행 Goal: G1G-001; G1A-003
결과 문서: docs/test-results/goals/G1G-002_action_queue_replay_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: action queue 테스트 통과",docs/goal-specs/G1G-002_action_queue_replay_metadata.md,docs/test-results/goals/G1G-002_action_queue_replay_unit_test_results.md,G1G-001; G1A-003,action queue 테스트 통과,401
G1G-003,Phase 1 - Unity 대체 기반 구현,세션/네트워크 대체,Photon dependency guard,"HeadlessDCGO.Engine Goal G1G-003만 수행하라.
목표: Photon dependency guard
상세 지시서: docs/goal-specs/G1G-003_photon_dependency_guard.md
선행 Goal: G1G-002
결과 문서: docs/test-results/goals/G1G-003_photon_dependency_guard_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Photon guard 테스트 통과",docs/goal-specs/G1G-003_photon_dependency_guard.md,docs/test-results/goals/G1G-003_photon_dependency_guard_unit_test_results.md,G1G-002,Photon guard 테스트 통과,386
G1H-001,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Card repository contract,"HeadlessDCGO.Engine Goal G1H-001만 수행하라.
목표: Card repository contract
상세 지시서: docs/goal-specs/G1H-001_card_repository_contract.md
선행 Goal: G1B-001
결과 문서: docs/test-results/goals/G1H-001_card_repository_contract_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Card repository 테스트 통과",docs/goal-specs/G1H-001_card_repository_contract.md,docs/test-results/goals/G1H-001_card_repository_contract_unit_test_results.md,G1B-001,Card repository 테스트 통과,392
G1H-002,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Card JSON loader,"HeadlessDCGO.Engine Goal G1H-002만 수행하라.
목표: Card JSON loader
상세 지시서: docs/goal-specs/G1H-002_card_json_loader.md
선행 Goal: G1H-001
결과 문서: docs/test-results/goals/G1H-002_card_json_loader_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Card JSON loader 테스트 통과",docs/goal-specs/G1H-002_card_json_loader.md,docs/test-results/goals/G1H-002_card_json_loader_unit_test_results.md,G1H-001,Card JSON loader 테스트 통과,369
G1H-003,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Deck list loader,"HeadlessDCGO.Engine Goal G1H-003만 수행하라.
목표: Deck list loader
상세 지시서: docs/goal-specs/G1H-003_deck_list_loader.md
선행 Goal: G1H-001
결과 문서: docs/test-results/goals/G1H-003_deck_list_loader_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Deck loader 테스트 통과",docs/goal-specs/G1H-003_deck_list_loader.md,docs/test-results/goals/G1H-003_deck_list_loader_unit_test_results.md,G1H-001,Deck loader 테스트 통과,364
G1H-004,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Banlist loader,"HeadlessDCGO.Engine Goal G1H-004만 수행하라.
목표: Banlist loader
상세 지시서: docs/goal-specs/G1H-004_banlist_loader.md
선행 Goal: G1H-001
결과 문서: docs/test-results/goals/G1H-004_banlist_loader_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Banlist loader 테스트 통과",docs/goal-specs/G1H-004_banlist_loader.md,docs/test-results/goals/G1H-004_banlist_loader_unit_test_results.md,G1H-001,Banlist loader 테스트 통과,361
G1H-005,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Unity asset exclusion guard,"HeadlessDCGO.Engine Goal G1H-005만 수행하라.
목표: Unity asset exclusion guard
상세 지시서: docs/goal-specs/G1H-005_unity_asset_exclusion_guard.md
선행 Goal: G1H-002; G1H-003
결과 문서: docs/test-results/goals/G1H-005_unity_asset_exclusion_guard_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Unity asset guard 테스트 통과",docs/goal-specs/G1H-005_unity_asset_exclusion_guard.md,docs/test-results/goals/G1H-005_unity_asset_exclusion_guard_unit_test_results.md,G1H-002; G1H-003,Unity asset guard 테스트 통과,412
G1I-001,Phase 1 - Unity 대체 기반 구현,진단/결정성,Seeded random,"HeadlessDCGO.Engine Goal G1I-001만 수행하라.
목표: Seeded random
상세 지시서: docs/goal-specs/G1I-001_seeded_random.md
선행 Goal: G1A-001
결과 문서: docs/test-results/goals/G1I-001_seeded_random_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Seeded random 테스트 통과",docs/goal-specs/G1I-001_seeded_random.md,docs/test-results/goals/G1I-001_seeded_random_unit_test_results.md,G1A-001,Seeded random 테스트 통과,357
G1I-002,Phase 1 - Unity 대체 기반 구현,진단/결정성,EngineTrace,"HeadlessDCGO.Engine Goal G1I-002만 수행하라.
목표: EngineTrace
상세 지시서: docs/goal-specs/G1I-002_enginetrace.md
선행 Goal: G1A-001
결과 문서: docs/test-results/goals/G1I-002_engine_trace_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: EngineTrace 테스트 통과",docs/goal-specs/G1I-002_enginetrace.md,docs/test-results/goals/G1I-002_engine_trace_unit_test_results.md,G1A-001,EngineTrace 테스트 통과,350
G1I-003,Phase 1 - Unity 대체 기반 구현,진단/결정성,Log sink,"HeadlessDCGO.Engine Goal G1I-003만 수행하라.
목표: Log sink
상세 지시서: docs/goal-specs/G1I-003_log_sink.md
선행 Goal: G1I-002
결과 문서: docs/test-results/goals/G1I-003_log_sink_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Log sink 테스트 통과",docs/goal-specs/G1I-003_log_sink.md,docs/test-results/goals/G1I-003_log_sink_unit_test_results.md,G1I-002,Log sink 테스트 통과,337
G1I-004,Phase 1 - Unity 대체 기반 구현,진단/결정성,Forbidden dependency scan,"HeadlessDCGO.Engine Goal G1I-004만 수행하라.
목표: Forbidden dependency scan
상세 지시서: docs/goal-specs/G1I-004_forbidden_dependency_scan.md
선행 Goal: G1G-003; G1H-005
결과 문서: docs/test-results/goals/G1I-004_forbidden_dependency_scan_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: forbidden dependency 테스트 통과",docs/goal-specs/G1I-004_forbidden_dependency_scan.md,docs/test-results/goals/G1I-004_forbidden_dependency_scan_unit_test_results.md,G1G-003; G1H-005,forbidden dependency 테스트 통과,409
G1I-005,Phase 1 - Unity 대체 기반 구현,단계 완료 게이트,Phase 1 aggregate result,"HeadlessDCGO.Engine Goal G1I-005만 수행하라.
목표: Phase 1 aggregate result
상세 지시서: docs/goal-specs/G1I-005_phase_1_aggregate_result.md
선행 Goal: G1A-005; G1B-006; G1C-004; G1D-004; G1E-005; G1F-006; G1G-003; G1H-005; G1I-004
결과 문서: docs/test-results/goals/G1I-005_phase1_aggregate_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Phase 2 착수 가능",docs/goal-specs/G1I-005_phase_1_aggregate_result.md,docs/test-results/goals/G1I-005_phase1_aggregate_unit_test_results.md,G1A-005; G1B-006; G1C-004; G1D-004; G1E-005; G1F-006; G1G-003; G1H-005; G1I-004,Phase 2 착수 가능,447
G2A-001,Phase 2 - AS-IS 핵심 흐름 포팅,턴/페이즈 흐름,Phase enum과 state mapping 포팅,"HeadlessDCGO.Engine Goal G2A-001만 수행하라.
목표: Phase enum과 state mapping 포팅
상세 지시서: docs/goal-specs/G2A-001_phase_enum과_state_mapping_포팅.md
선행 Goal: G1I-005
결과 문서: docs/test-results/goals/G2A-001_phase_mapping_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: phase 매핑 테스트 통과",docs/goal-specs/G2A-001_phase_enum과_state_mapping_포팅.md,docs/test-results/goals/G2A-001_phase_mapping_unit_test_results.md,G1I-005,phase 매핑 테스트 통과,382
G2A-002,Phase 2 - AS-IS 핵심 흐름 포팅,턴/페이즈 흐름,매치 setup과 선후공 흐름 포팅,"HeadlessDCGO.Engine Goal G2A-002만 수행하라.
목표: 매치 setup과 선후공 흐름 포팅
상세 지시서: docs/goal-specs/G2A-002_매치_setup과_선후공_흐름_포팅.md
선행 Goal: G2A-001
결과 문서: docs/test-results/goals/G2A-002_setup_first_player_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: setup 테스트 통과",docs/goal-specs/G2A-002_매치_setup과_선후공_흐름_포팅.md,docs/test-results/goals/G2A-002_setup_first_player_unit_test_results.md,G2A-001,setup 테스트 통과,366
G2A-003,Phase 2 - AS-IS 핵심 흐름 포팅,턴/페이즈 흐름,Draw Unsuspend Breeding phase 포팅,"HeadlessDCGO.Engine Goal G2A-003만 수행하라.
목표: Draw Unsuspend Breeding phase 포팅
상세 지시서: docs/goal-specs/G2A-003_draw_unsuspend_breeding_phase_포팅.md
선행 Goal: G2A-002
결과 문서: docs/test-results/goals/G2A-003_early_phase_flow_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 초기 phase 테스트 통과",docs/goal-specs/G2A-003_draw_unsuspend_breeding_phase_포팅.md,docs/test-results/goals/G2A-003_early_phase_flow_unit_test_results.md,G2A-002,초기 phase 테스트 통과,393
G2A-004,Phase 2 - AS-IS 핵심 흐름 포팅,턴/페이즈 흐름,Main phase와 memory pass 포팅,"HeadlessDCGO.Engine Goal G2A-004만 수행하라.
목표: Main phase와 memory pass 포팅
상세 지시서: docs/goal-specs/G2A-004_main_phase와_memory_pass_포팅.md
선행 Goal: G2A-003
결과 문서: docs/test-results/goals/G2A-004_main_phase_memory_pass_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: main phase 테스트 통과",docs/goal-specs/G2A-004_main_phase와_memory_pass_포팅.md,docs/test-results/goals/G2A-004_main_phase_memory_pass_unit_test_results.md,G2A-003,main phase 테스트 통과,389
G2A-005,Phase 2 - AS-IS 핵심 흐름 포팅,턴/페이즈 흐름,End turn cleanup 포팅,"HeadlessDCGO.Engine Goal G2A-005만 수행하라.
목표: End turn cleanup 포팅
상세 지시서: docs/goal-specs/G2A-005_end_turn_cleanup_포팅.md
선행 Goal: G2A-004
결과 문서: docs/test-results/goals/G2A-005_end_turn_cleanup_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: end turn 테스트 통과",docs/goal-specs/G2A-005_end_turn_cleanup_포팅.md,docs/test-results/goals/G2A-005_end_turn_cleanup_unit_test_results.md,G2A-004,end turn 테스트 통과,367
G2A-006,Phase 2 - AS-IS 핵심 흐름 포팅,턴/페이즈 흐름,Legal action dispatch hook 포팅,"HeadlessDCGO.Engine Goal G2A-006만 수행하라.
목표: Legal action dispatch hook 포팅
상세 지시서: docs/goal-specs/G2A-006_legal_action_dispatch_hook_포팅.md
선행 Goal: G2A-005
결과 문서: docs/test-results/goals/G2A-006_legal_action_dispatch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: legal dispatch 테스트 통과",docs/goal-specs/G2A-006_legal_action_dispatch_hook_포팅.md,docs/test-results/goals/G2A-006_legal_action_dispatch_unit_test_results.md,G2A-005,legal dispatch 테스트 통과,398
G2B-001,Phase 2 - AS-IS 핵심 흐름 포팅,게임 컨텍스트,GameContext state accessor 포팅,"HeadlessDCGO.Engine Goal G2B-001만 수행하라.
목표: GameContext state accessor 포팅
상세 지시서: docs/goal-specs/G2B-001_gamecontext_state_accessor_포팅.md
선행 Goal: G2A-002
결과 문서: docs/test-results/goals/G2B-001_gamecontext_state_accessor_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: GameContext accessor 테스트 통과",docs/goal-specs/G2B-001_gamecontext_state_accessor_포팅.md,docs/test-results/goals/G2B-001_gamecontext_state_accessor_unit_test_results.md,G2A-002,GameContext accessor 테스트 통과,409
G2B-002,Phase 2 - AS-IS 핵심 흐름 포팅,게임 컨텍스트,Visibility view 포팅,"HeadlessDCGO.Engine Goal G2B-002만 수행하라.
목표: Visibility view 포팅
상세 지시서: docs/goal-specs/G2B-002_visibility_view_포팅.md
선행 Goal: G2B-001
결과 문서: docs/test-results/goals/G2B-002_visibility_view_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: visibility 테스트 통과",docs/goal-specs/G2B-002_visibility_view_포팅.md,docs/test-results/goals/G2B-002_visibility_view_unit_test_results.md,G2B-001,visibility 테스트 통과,366
G2C-001,Phase 2 - AS-IS 핵심 흐름 포팅,플레이어 상태,Player zone ownership 포팅,"HeadlessDCGO.Engine Goal G2C-001만 수행하라.
목표: Player zone ownership 포팅
상세 지시서: docs/goal-specs/G2C-001_player_zone_ownership_포팅.md
선행 Goal: G2B-001
결과 문서: docs/test-results/goals/G2C-001_player_zone_ownership_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: player zone 테스트 통과",docs/goal-specs/G2C-001_player_zone_ownership_포팅.md,docs/test-results/goals/G2C-001_player_zone_ownership_unit_test_results.md,G2B-001,player zone 테스트 통과,385
G2C-002,Phase 2 - AS-IS 핵심 흐름 포팅,플레이어 상태,Memory security deck loss check 포팅,"HeadlessDCGO.Engine Goal G2C-002만 수행하라.
목표: Memory security deck loss check 포팅
상세 지시서: docs/goal-specs/G2C-002_memory_security_deck_loss_check_포팅.md
선행 Goal: G2C-001
결과 문서: docs/test-results/goals/G2C-002_player_terminal_checks_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: player terminal check 테스트 통과",docs/goal-specs/G2C-002_memory_security_deck_loss_check_포팅.md,docs/test-results/goals/G2C-002_player_terminal_checks_unit_test_results.md,G2C-001,player terminal check 테스트 통과,416
G2D-001,Phase 2 - AS-IS 핵심 흐름 포팅,카드 컨트롤러,Card identity binding 포팅,"HeadlessDCGO.Engine Goal G2D-001만 수행하라.
목표: Card identity binding 포팅
상세 지시서: docs/goal-specs/G2D-001_card_identity_binding_포팅.md
선행 Goal: G2C-001
결과 문서: docs/test-results/goals/G2D-001_card_identity_binding_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: card identity 테스트 통과",docs/goal-specs/G2D-001_card_identity_binding_포팅.md,docs/test-results/goals/G2D-001_card_identity_binding_unit_test_results.md,G2C-001,card identity 테스트 통과,387
G2D-002,Phase 2 - AS-IS 핵심 흐름 포팅,카드 컨트롤러,Zone movement event 포팅,"HeadlessDCGO.Engine Goal G2D-002만 수행하라.
목표: Zone movement event 포팅
상세 지시서: docs/goal-specs/G2D-002_zone_movement_event_포팅.md
선행 Goal: G2D-001
결과 문서: docs/test-results/goals/G2D-002_card_zone_movement_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: card movement 테스트 통과",docs/goal-specs/G2D-002_zone_movement_event_포팅.md,docs/test-results/goals/G2D-002_card_zone_movement_unit_test_results.md,G2D-001,card movement 테스트 통과,380
G2D-003,Phase 2 - AS-IS 핵심 흐름 포팅,카드 컨트롤러,Suspend reveal state 포팅,"HeadlessDCGO.Engine Goal G2D-003만 수행하라.
목표: Suspend reveal state 포팅
상세 지시서: docs/goal-specs/G2D-003_suspend_reveal_state_포팅.md
선행 Goal: G2D-002
결과 문서: docs/test-results/goals/G2D-003_card_suspend_reveal_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: card state mutation 테스트 통과",docs/goal-specs/G2D-003_suspend_reveal_state_포팅.md,docs/test-results/goals/G2D-003_card_suspend_reveal_unit_test_results.md,G2D-002,card state mutation 테스트 통과,389
G2D-004,Phase 2 - AS-IS 핵심 흐름 포팅,카드 컨트롤러,Digivolution source attach 포팅,"HeadlessDCGO.Engine Goal G2D-004만 수행하라.
목표: Digivolution source attach 포팅
상세 지시서: docs/goal-specs/G2D-004_digivolution_source_attach_포팅.md
선행 Goal: G2D-003
결과 문서: docs/test-results/goals/G2D-004_digivolution_source_attach_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 진화원 스택 테스트 통과",docs/goal-specs/G2D-004_digivolution_source_attach_포팅.md,docs/test-results/goals/G2D-004_digivolution_source_attach_unit_test_results.md,G2D-003,진화원 스택 테스트 통과,395
G2E-001,Phase 2 - AS-IS 핵심 흐름 포팅,메인 페이즈 액션,PlayCardAction 포팅,"HeadlessDCGO.Engine Goal G2E-001만 수행하라.
목표: PlayCardAction 포팅
상세 지시서: docs/goal-specs/G2E-001_playcardaction_포팅.md
선행 Goal: G2A-006; G2D-002
결과 문서: docs/test-results/goals/G2E-001_play_card_action_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: play action 테스트 통과",docs/goal-specs/G2E-001_playcardaction_포팅.md,docs/test-results/goals/G2E-001_play_card_action_unit_test_results.md,G2A-006; G2D-002,play action 테스트 통과,375
G2E-002,Phase 2 - AS-IS 핵심 흐름 포팅,메인 페이즈 액션,Digivolve action 포팅,"HeadlessDCGO.Engine Goal G2E-002만 수행하라.
목표: Digivolve action 포팅
상세 지시서: docs/goal-specs/G2E-002_digivolve_action_포팅.md
선행 Goal: G2E-001; G2D-004
결과 문서: docs/test-results/goals/G2E-002_digivolve_action_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: digivolve action 테스트 통과",docs/goal-specs/G2E-002_digivolve_action_포팅.md,docs/test-results/goals/G2E-002_digivolve_action_unit_test_results.md,G2E-001; G2D-004,digivolve action 테스트 통과,384
G2E-003,Phase 2 - AS-IS 핵심 흐름 포팅,메인 페이즈 액션,Option activate action 포팅,"HeadlessDCGO.Engine Goal G2E-003만 수행하라.
목표: Option activate action 포팅
상세 지시서: docs/goal-specs/G2E-003_option_activate_action_포팅.md
선행 Goal: G2E-001
결과 문서: docs/test-results/goals/G2E-003_option_activate_action_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: option action 테스트 통과",docs/goal-specs/G2E-003_option_activate_action_포팅.md,docs/test-results/goals/G2E-003_option_activate_action_unit_test_results.md,G2E-001,option action 테스트 통과,390
G2E-004,Phase 2 - AS-IS 핵심 흐름 포팅,메인 페이즈 액션,Attack action 연결 포팅,"HeadlessDCGO.Engine Goal G2E-004만 수행하라.
목표: Attack action 연결 포팅
상세 지시서: docs/goal-specs/G2E-004_attack_action_연결_포팅.md
선행 Goal: G2A-006
결과 문서: docs/test-results/goals/G2E-004_attack_action_dispatch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: attack action dispatch 테스트 통과",docs/goal-specs/G2E-004_attack_action_연결_포팅.md,docs/test-results/goals/G2E-004_attack_action_dispatch_unit_test_results.md,G2A-006,attack action dispatch 테스트 통과,387
G2E-005,Phase 2 - AS-IS 핵심 흐름 포팅,메인 페이즈 액션,Pass와 Cheat guard 포팅,"HeadlessDCGO.Engine Goal G2E-005만 수행하라.
목표: Pass와 Cheat guard 포팅
상세 지시서: docs/goal-specs/G2E-005_pass와_cheat_guard_포팅.md
선행 Goal: G2E-001
결과 문서: docs/test-results/goals/G2E-005_pass_cheat_guard_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: pass guard 테스트 통과",docs/goal-specs/G2E-005_pass와_cheat_guard_포팅.md,docs/test-results/goals/G2E-005_pass_cheat_guard_unit_test_results.md,G2E-001,pass guard 테스트 통과,371
G2F-001,Phase 2 - AS-IS 핵심 흐름 포팅,자동 효과 처리,Trigger event collection 포팅,"HeadlessDCGO.Engine Goal G2F-001만 수행하라.
목표: Trigger event collection 포팅
상세 지시서: docs/goal-specs/G2F-001_trigger_event_collection_포팅.md
선행 Goal: G2A-006; G1F-006
결과 문서: docs/test-results/goals/G2F-001_trigger_collection_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 트리거 수집 테스트 통과",docs/goal-specs/G2F-001_trigger_event_collection_포팅.md,docs/test-results/goals/G2F-001_trigger_collection_unit_test_results.md,G2A-006; G1F-006,트리거 수집 테스트 통과,392
G2F-002,Phase 2 - AS-IS 핵심 흐름 포팅,자동 효과 처리,Mandatory effect ordering 포팅,"HeadlessDCGO.Engine Goal G2F-002만 수행하라.
목표: Mandatory effect ordering 포팅
상세 지시서: docs/goal-specs/G2F-002_mandatory_effect_ordering_포팅.md
선행 Goal: G2F-001
결과 문서: docs/test-results/goals/G2F-002_mandatory_effect_order_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 강제 효과 순서ing 테스트 통과",docs/goal-specs/G2F-002_mandatory_effect_ordering_포팅.md,docs/test-results/goals/G2F-002_mandatory_effect_order_unit_test_results.md,G2F-001,강제 효과 순서ing 테스트 통과,394
