Goal ID,단계,영역,목표,상세 지시서,결과 문서,선행 Goal
G4D-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,진화원 조작,Source add trash reveal effects 포팅,docs/goal-specs/G4D-004_source_add_trash_reveal_effects_포팅.md,docs/test-results/goals/G4D-004_source_manipulation_effects_unit_test_results.md,G4D-003
G4E-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,AD1 card-specific batch 포팅,docs/goal-specs/G4E-001_ad1_card_specific_batch_포팅.md,docs/test-results/goals/G4E-001_ad1_card_effect_batch_unit_test_results.md,G4D-004
G4E-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,BT card-specific batch 포팅,docs/goal-specs/G4E-002_bt_card_specific_batch_포팅.md,docs/test-results/goals/G4E-002_bt_card_effect_batch_unit_test_results.md,G4E-001
G4E-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,EX card-specific batch 포팅,docs/goal-specs/G4E-003_ex_card_specific_batch_포팅.md,docs/test-results/goals/G4E-003_ex_card_effect_batch_unit_test_results.md,G4E-002
G4E-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,LM P ST card-specific batch 포팅,docs/goal-specs/G4E-004_lm_p_st_card_specific_batch_포팅.md,docs/test-results/goals/G4E-004_lm_p_st_card_effect_batch_unit_test_results.md,G4E-003
G4E-005,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,Token and special cards batch 포팅,docs/goal-specs/G4E-005_token_and_special_cards_batch_포팅.md,docs/test-results/goals/G4E-005_token_special_card_effect_batch_unit_test_results.md,G4E-004
G4F-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,선택 처리 대체,Card effect choice integration,docs/goal-specs/G4F-001_card_effect_choice_integration.md,docs/test-results/goals/G4F-001_card_effect_choice_integration_unit_test_results.md,G4E-005; G1E-005
G4F-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,효과 순서,Card effect ordering integration,docs/goal-specs/G4F-002_card_effect_ordering_integration.md,docs/test-results/goals/G4F-002_card_effect_ordering_integration_unit_test_results.md,G4F-001
G4G-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,데이터-동작 연결,Card text to behavior audit,docs/goal-specs/G4G-001_card_text_to_behavior_audit.md,docs/test-results/goals/G4G-001_card_text_behavior_audit_unit_test_results.md,G4F-002
G4G-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,커버리지,Card pool coverage threshold,docs/goal-specs/G4G-002_card_pool_coverage_threshold.md,docs/test-results/goals/G4G-002_card_pool_coverage_threshold_unit_test_results.md,G4G-001
G4Z-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,단계 완료 게이트,Phase 4 aggregate result,docs/goal-specs/G4Z-001_phase_4_aggregate_result.md,docs/test-results/goals/G4Z-001_phase4_aggregate_unit_test_results.md,G4G-002
G5A-001,Phase 5 - AI/RL 어댑터,관측값,Observation schema 확정,docs/goal-specs/G5A-001_observation_schema_확정.md,docs/test-results/goals/G5A-001_observation_schema_unit_test_results.md,G4Z-001
G5A-002,Phase 5 - AI/RL 어댑터,관측값,Hidden information masking,docs/goal-specs/G5A-002_hidden_information_masking.md,docs/test-results/goals/G5A-002_hidden_information_masking_unit_test_results.md,G5A-001
G5A-003,Phase 5 - AI/RL 어댑터,관측값,Vector schema normalization,docs/goal-specs/G5A-003_vector_schema_normalization.md,docs/test-results/goals/G5A-003_vector_schema_normalization_unit_test_results.md,G5A-002
G5B-001,Phase 5 - AI/RL 어댑터,액션 인코딩,Legal action mask,docs/goal-specs/G5B-001_legal_action_mask.md,docs/test-results/goals/G5B-001_legal_action_mask_unit_test_results.md,G5A-003
G5B-002,Phase 5 - AI/RL 어댑터,액션 인코딩,Action encode decode,docs/goal-specs/G5B-002_action_encode_decode.md,docs/test-results/goals/G5B-002_action_encode_decode_unit_test_results.md,G5B-001
G5B-003,Phase 5 - AI/RL 어댑터,액션 인코딩,Invalid action handling,docs/goal-specs/G5B-003_invalid_action_handling.md,docs/test-results/goals/G5B-003_invalid_action_handling_unit_test_results.md,G5B-002
G5C-001,Phase 5 - AI/RL 어댑터,보상,Terminal reward,docs/goal-specs/G5C-001_terminal_reward.md,docs/test-results/goals/G5C-001_terminal_reward_unit_test_results.md,G5B-003
G5C-002,Phase 5 - AI/RL 어댑터,보상,Shaping reward config,docs/goal-specs/G5C-002_shaping_reward_config.md,docs/test-results/goals/G5C-002_shaping_reward_config_unit_test_results.md,G5C-001
G5D-001,Phase 5 - AI/RL 어댑터,RL 환경,RL environment reset,docs/goal-specs/G5D-001_rl_environment_reset.md,docs/test-results/goals/G5D-001_rl_environment_reset_unit_test_results.md,G5C-002
G5D-002,Phase 5 - AI/RL 어댑터,RL 환경,RL environment step,docs/goal-specs/G5D-002_rl_environment_step.md,docs/test-results/goals/G5D-002_rl_environment_step_unit_test_results.md,G5D-001
G5E-001,Phase 5 - AI/RL 어댑터,정책 실행,Scripted policy runner,docs/goal-specs/G5E-001_scripted_policy_runner.md,docs/test-results/goals/G5E-001_scripted_policy_runner_unit_test_results.md,G5D-002
G5E-002,Phase 5 - AI/RL 어댑터,정책 실행,Self-play policy runner,docs/goal-specs/G5E-002_self_play_policy_runner.md,docs/test-results/goals/G5E-002_self_play_policy_runner_unit_test_results.md,G5E-001
G5F-001,Phase 5 - AI/RL 어댑터,배치 실행,Batch episode runner,docs/goal-specs/G5F-001_batch_episode_runner.md,docs/test-results/goals/G5F-001_batch_episode_runner_unit_test_results.md,G5E-002
G5F-002,Phase 5 - AI/RL 어댑터,배치 실행,Parallel determinism verifier,docs/goal-specs/G5F-002_parallel_determinism_verifier.md,docs/test-results/goals/G5F-002_parallel_determinism_verifier_unit_test_results.md,G5F-001
G5G-001,Phase 5 - AI/RL 어댑터,학습 데이터셋,Transition dataset model,docs/goal-specs/G5G-001_transition_dataset_model.md,docs/test-results/goals/G5G-001_transition_dataset_model_unit_test_results.md,G5F-002
G5G-002,Phase 5 - AI/RL 어댑터,학습 데이터셋,JSONL export validation,docs/goal-specs/G5G-002_jsonl_export_validation.md,docs/test-results/goals/G5G-002_jsonl_export_validation_unit_test_results.md,G5G-001
G5Z-001,Phase 5 - AI/RL 어댑터,단계 완료 게이트,Phase 5 aggregate result,docs/goal-specs/G5Z-001_phase_5_aggregate_result.md,docs/test-results/goals/G5Z-001_phase5_aggregate_unit_test_results.md,G5G-002
G6A-001,Phase 6 - Parity/Regression 검증,시나리오,Scenario data model,docs/goal-specs/G6A-001_scenario_data_model.md,docs/test-results/goals/G6A-001_scenario_data_model_unit_test_results.md,G5Z-001
G6A-002,Phase 6 - Parity/Regression 검증,시나리오,Scenario runner,docs/goal-specs/G6A-002_scenario_runner.md,docs/test-results/goals/G6A-002_scenario_runner_unit_test_results.md,G6A-001
G6B-001,Phase 6 - Parity/Regression 검증,리플레이,Replay export import,docs/goal-specs/G6B-001_replay_export_import.md,docs/test-results/goals/G6B-001_replay_export_import_unit_test_results.md,G6A-002
G6B-002,Phase 6 - Parity/Regression 검증,리플레이,Golden trace comparison,docs/goal-specs/G6B-002_golden_trace_comparison.md,docs/test-results/goals/G6B-002_golden_trace_comparison_unit_test_results.md,G6B-001
G6B-003,Phase 6 - Parity/Regression 검증,리플레이,Deterministic fingerprint gate,docs/goal-specs/G6B-003_deterministic_fingerprint_gate.md,docs/test-results/goals/G6B-003_deterministic_fingerprint_gate_unit_test_results.md,G6B-002
G6C-001,Phase 6 - Parity/Regression 검증,AS-IS 비교,AS-IS parity harness,docs/goal-specs/G6C-001_as_is_parity_harness.md,docs/test-results/goals/G6C-001_asis_parity_harness_unit_test_results.md,G6B-003
G6C-002,Phase 6 - Parity/Regression 검증,AS-IS 비교,Setup parity scenarios,docs/goal-specs/G6C-002_setup_parity_scenarios.md,docs/test-results/goals/G6C-002_setup_parity_scenarios_unit_test_results.md,G6C-001
G6C-003,Phase 6 - Parity/Regression 검증,AS-IS 비교,Phase memory parity scenarios,docs/goal-specs/G6C-003_phase_memory_parity_scenarios.md,docs/test-results/goals/G6C-003_phase_memory_parity_scenarios_unit_test_results.md,G6C-002
G6C-004,Phase 6 - Parity/Regression 검증,AS-IS 비교,Movement parity scenarios,docs/goal-specs/G6C-004_movement_parity_scenarios.md,docs/test-results/goals/G6C-004_movement_parity_scenarios_unit_test_results.md,G6C-003
G6C-005,Phase 6 - Parity/Regression 검증,AS-IS 비교,Main action parity scenarios,docs/goal-specs/G6C-005_main_action_parity_scenarios.md,docs/test-results/goals/G6C-005_main_action_parity_scenarios_unit_test_results.md,G6C-004
G6C-006,Phase 6 - Parity/Regression 검증,AS-IS 비교,Combat parity scenarios,docs/goal-specs/G6C-006_combat_parity_scenarios.md,docs/test-results/goals/G6C-006_combat_parity_scenarios_unit_test_results.md,G6C-005
G6C-007,Phase 6 - Parity/Regression 검증,AS-IS 비교,Security parity scenarios,docs/goal-specs/G6C-007_security_parity_scenarios.md,docs/test-results/goals/G6C-007_security_parity_scenarios_unit_test_results.md,G6C-006
G6C-008,Phase 6 - Parity/Regression 검증,AS-IS 비교,Representative effect parity scenarios,docs/goal-specs/G6C-008_representative_effect_parity_scenarios.md,docs/test-results/goals/G6C-008_representative_effect_parity_scenarios_unit_test_results.md,G6C-007
G6D-001,Phase 6 - Parity/Regression 검증,커버리지,Card pool coverage report,docs/goal-specs/G6D-001_card_pool_coverage_report.md,docs/test-results/goals/G6D-001_card_pool_coverage_report_unit_test_results.md,G6C-008
G6D-002,Phase 6 - Parity/Regression 검증,회귀 테스트,Regression suite assembly,docs/goal-specs/G6D-002_regression_suite_assembly.md,docs/test-results/goals/G6D-002_regression_suite_assembly_unit_test_results.md,G6D-001
G6D-003,Phase 6 - Parity/Regression 검증,회귀 테스트,Regression result document,docs/goal-specs/G6D-003_regression_result_document.md,docs/test-results/goals/G6D-003_regression_result_document_unit_test_results.md,G6D-002
G6E-001,Phase 6 - Parity/Regression 검증,성능 측정,Episode throughput benchmark,docs/goal-specs/G6E-001_episode_throughput_benchmark.md,docs/test-results/goals/G6E-001_episode_throughput_benchmark_results.md,G6D-003
G6Z-001,Phase 6 - Parity/Regression 검증,단계 완료 게이트,Final completion report,docs/goal-specs/G6Z-001_final_completion_report.md,docs/test-results/goals/G6Z-001_final_completion_report.md,G6E-001
