Goal ID,단계,영역,목표,작업 범위,산출물,단위테스트 범위,상세 지시서,결과 문서,선행 Goal,완료 기준,우선순위
G3C-001,Phase 3 - 공통 룰/효과 인프라 포팅,조건 처리,Trigger condition helper 포팅,on play on digivolve when attacking 조건 헬퍼,트리거 condition 헬퍼s,트리거 condition 테스트,docs/goal-specs/G3C-001_trigger_condition_helper_포팅.md,docs/test-results/goals/G3C-001_trigger_condition_helpers_unit_test_results.md,G3B-001,트리거 condition 테스트 통과,높음
G3C-002,Phase 3 - 공통 룰/효과 인프라 포팅,조건 처리,CanUseEffects helper 포팅,CanUseEffects 하위 condition 포팅,can use 헬퍼s,can use effect 테스트,docs/goal-specs/G3C-002_canuseeffects_helper_포팅.md,docs/test-results/goals/G3C-002_can_use_effect_helpers_unit_test_results.md,G3C-001,CanUseEffects 테스트 통과,높음
G3D-001,Phase 3 - 공통 룰/효과 인프라 포팅,요구사항 처리,MinMax DP Cost Level helper 포팅,DP cost level min max 조건 포팅,min max 헬퍼s,min max 조건 테스트,docs/goal-specs/G3D-001_minmax_dp_cost_level_helper_포팅.md,docs/test-results/goals/G3D-001_minmax_dp_cost_level_unit_test_results.md,G3C-002,minmax 테스트 통과,높음
G3D-002,Phase 3 - 공통 룰/효과 인프라 포팅,요구사항 처리,Name color trait requirement 포팅,이름 색 특성 요구사항 포팅,requirement 헬퍼s,name color trait 테스트,docs/goal-specs/G3D-002_name_color_trait_requirement_포팅.md,docs/test-results/goals/G3D-002_name_color_trait_requirements_unit_test_results.md,G3D-001,requirement 테스트 통과,높음
G3E-001,Phase 3 - 공통 룰/효과 인프라 포팅,비용 처리,Play cost helper 포팅,play cost와 cost 수치/비용 변경 헬퍼 포팅,play cost 헬퍼,play cost 테스트,docs/goal-specs/G3E-001_play_cost_helper_포팅.md,docs/test-results/goals/G3E-001_play_cost_helper_unit_test_results.md,G3D-002,play cost 테스트 통과,높음
G3E-002,Phase 3 - 공통 룰/효과 인프라 포팅,비용 처리,Digivolution cost helper 포팅,digivolution cost와 reduction 헬퍼 포팅,digivolution cost 헬퍼,digivolve cost 테스트,docs/goal-specs/G3E-002_digivolution_cost_helper_포팅.md,docs/test-results/goals/G3E-002_digivolution_cost_helper_unit_test_results.md,G3E-001,digivolution cost 테스트 통과,높음
G3F-001,Phase 3 - 공통 룰/효과 인프라 포팅,대상/존 조회,Target filtering helper 포팅,card permanent player target filtering 포팅,target filter 헬퍼s,target filtering 테스트,docs/goal-specs/G3F-001_target_filtering_helper_포팅.md,docs/test-results/goals/G3F-001_target_filtering_helpers_unit_test_results.md,G3D-002,target filtering 테스트 통과,높음
G3F-002,Phase 3 - 공통 룰/효과 인프라 포팅,대상/존 조회,Zone query helper 포팅,library trash security source zone query 헬퍼 포팅,zone query 헬퍼s,zone query 테스트,docs/goal-specs/G3F-002_zone_query_helper_포팅.md,docs/test-results/goals/G3F-002_zone_query_helpers_unit_test_results.md,G3F-001,zone query 테스트 통과,높음
G3G-001,Phase 3 - 공통 룰/효과 인프라 포팅,키워드 효과,Keyword base batch 1 포팅,blocker jamming reboot piercing base 구현,키워드 base batch1,키워드 base batch1 테스트,docs/goal-specs/G3G-001_keyword_base_batch_1_포팅.md,docs/test-results/goals/G3G-001_keyword_base_batch1_unit_test_results.md,G3F-002,키워드 base1 테스트 통과,높음
G3G-002,Phase 3 - 공통 룰/효과 인프라 포팅,키워드 효과,Keyword base batch 2 포팅,rush blitz retaliation armor purge base 구현,키워드 base batch2,키워드 base batch2 테스트,docs/goal-specs/G3G-002_keyword_base_batch_2_포팅.md,docs/test-results/goals/G3G-002_keyword_base_batch2_unit_test_results.md,G3G-001,키워드 base2 테스트 통과,높음
G3H-001,Phase 3 - 공통 룰/효과 인프라 포팅,수치/비용 변경,DP cost security attack modifier helper 포팅,DP cost SAttack 변경 헬퍼 포팅,수치/비용 변경 헬퍼s,수치/비용 변경 테스트,docs/goal-specs/G3H-001_dp_cost_security_attack_modifier_helper_포팅.md,docs/test-results/goals/G3H-001_modifier_helpers_unit_test_results.md,G3E-002,수치/비용 변경 헬퍼 테스트 통과,높음
G3H-002,Phase 3 - 공통 룰/효과 인프라 포팅,제한/불가 효과,Cannot restriction helper 포팅,cannot attack block delete return suspend 계열 포팅,제한 헬퍼s,제한 테스트,docs/goal-specs/G3H-002_cannot_restriction_helper_포팅.md,docs/test-results/goals/G3H-002_cannot_restriction_helpers_unit_test_results.md,G3H-001,제한 테스트 통과,높음
G3I-001,Phase 3 - 공통 룰/효과 인프라 포팅,대체 효과,Replacement prevention helper 포팅,pr이벤트 redirect immune 대체 효과 포팅,대체 효과 헬퍼s,대체 효과 테스트,docs/goal-specs/G3I-001_replacement_prevention_helper_포팅.md,docs/test-results/goals/G3I-001_replacement_prevention_helpers_unit_test_results.md,G3H-002,대체 효과 테스트 통과,높음
G3I-002,Phase 3 - 공통 룰/효과 인프라 포팅,상시 효과,Continuous effect evaluator 포팅,상시 효과 재평가 헬퍼 포팅,상시 효과 evaluator,상시 효과 recalculation 테스트,docs/goal-specs/G3I-002_continuous_effect_evaluator_포팅.md,docs/test-results/goals/G3I-002_continuous_effect_evaluator_unit_test_results.md,G3I-001,상시 효과 테스트 통과,높음
G3J-001,Phase 3 - 공통 룰/효과 인프라 포팅,효과 팩토리,CardEffectFactory binding 포팅,card id 트리거 기반 effect binding 포팅,CardEffectFactory binding,팩토리 lookup 테스트,docs/goal-specs/G3J-001_cardeffectfactory_binding_포팅.md,docs/test-results/goals/G3J-001_card_effect_factory_binding_unit_test_results.md,G3I-002,CardEffectFactory 테스트 통과,높음
G3J-002,Phase 3 - 공통 룰/효과 인프라 포팅,효과 팩토리,PermanentEffectFactory binding 포팅,permanent effect binding 포팅,PermanentEffectFactory binding,permanent lookup 테스트,docs/goal-specs/G3J-002_permanenteffectfactory_binding_포팅.md,docs/test-results/goals/G3J-002_permanent_effect_factory_binding_unit_test_results.md,G3J-001,PermanentEffectFactory 테스트 통과,높음
G3K-001,Phase 3 - 공통 룰/효과 인프라 포팅,효과 선택,Effect selection helper 포팅,effect 내부 선택 요청 헬퍼 포팅,effect choice 헬퍼s,effect choice 테스트,docs/goal-specs/G3K-001_effect_selection_helper_포팅.md,docs/test-results/goals/G3K-001_effect_selection_helpers_unit_test_results.md,G3J-002; G1E-005,effect selection 테스트 통과,높음
G3K-002,Phase 3 - 공통 룰/효과 인프라 포팅,타이밍/우선순위,Timing priority helper 포팅,turn player ordering optional mandatory priority 포팅,timing priority 헬퍼s,timing priority 테스트,docs/goal-specs/G3K-002_timing_priority_helper_포팅.md,docs/test-results/goals/G3K-002_timing_priority_helpers_unit_test_results.md,G3K-001,timing priority 테스트 통과,높음
G3L-001,Phase 3 - 공통 룰/효과 인프라 포팅,턴 제한 플래그,Once per turn flag helper 포팅,turn-scoped flag와 reset 헬퍼 포팅,once flag 헬퍼s,once per turn 테스트,docs/goal-specs/G3L-001_once_per_turn_flag_helper_포팅.md,docs/test-results/goals/G3L-001_once_per_turn_flags_unit_test_results.md,G3K-002,once flag 테스트 통과,높음
G3L-002,Phase 3 - 공통 룰/효과 인프라 포팅,진화원/부여/시큐리티 효과,Inherited granted security helper 포팅,inherited granted security effect 헬퍼 포팅,inherited granted 헬퍼s,inherited granted security 테스트,docs/goal-specs/G3L-002_inherited_granted_security_helper_포팅.md,docs/test-results/goals/G3L-002_inherited_granted_security_helpers_unit_test_results.md,G3L-001,inherited 헬퍼 테스트 통과,높음
G3Z-001,Phase 3 - 공통 룰/효과 인프라 포팅,단계 완료 게이트,Phase 3 aggregate result,Phase 3 전체 결과 집계,Phase 3 결과 문서,Phase 3 Goal 결과 문서 링크와 전체 테스트 통과 확인,docs/goal-specs/G3Z-001_phase_3_aggregate_result.md,docs/test-results/goals/G3Z-001_phase3_aggregate_unit_test_results.md,G3L-002,Phase 4 착수 가능,높음
G4A-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드풀,Card pool schema validation,대상 card pool 스키마 검증,card pool 스키마 검증,required field 테스트,docs/goal-specs/G4A-001_card_pool_schema_validation.md,docs/test-results/goals/G4A-001_card_pool_schema_validation_unit_test_results.md,G3Z-001,card pool 스키마 테스트 통과,높음
G4A-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드풀,Effect binding coverage,card id별 effect binding 커버리지 검증,effect binding report,binding 커버리지 테스트,docs/goal-specs/G4A-002_effect_binding_coverage.md,docs/test-results/goals/G4A-002_effect_binding_coverage_unit_test_results.md,G4A-001,effect binding 커버리지 테스트 통과,높음
G4A-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드풀,Missing behavior report,미구현 effect와 제외 사유 report 생성,missing behavior report,missing behavior report 테스트,docs/goal-specs/G4A-003_missing_behavior_report.md,docs/test-results/goals/G4A-003_missing_behavior_report_unit_test_results.md,G4A-002,missing behavior report 테스트 통과,높음
G4B-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Blocker Jamming Reboot Piercing 포팅,기본 전투 키워드 구현,키워드 batch combat1,blocker jamming reboot piercing 테스트,docs/goal-specs/G4B-001_blocker_jamming_reboot_piercing_포팅.md,docs/test-results/goals/G4B-001_keyword_combat_batch1_unit_test_results.md,G4A-002,combat 키워드1 테스트 통과,높음
G4B-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Rush Blitz Retaliation ArmorPurge 포팅,추가 전투 키워드 구현,키워드 batch combat2,rush blitz retaliation armor purge 테스트,docs/goal-specs/G4B-002_rush_blitz_retaliation_armorpurge_포팅.md,docs/test-results/goals/G4B-002_keyword_combat_batch2_unit_test_results.md,G4B-001,combat 키워드2 테스트 통과,높음
G4B-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Barrier Decoy Save MaterialSave 포팅,보호와 save 키워드 구현,키워드 batch protection,barrier decoy save material save 테스트,docs/goal-specs/G4B-003_barrier_decoy_save_materialsave_포팅.md,docs/test-results/goals/G4B-003_keyword_protection_batch_unit_test_results.md,G4B-002,protection 키워드 테스트 통과,높음
G4B-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Alliance Raid Collision Partition 포팅,공격 변형 키워드 구현,키워드 batch attack variants,alliance raid collision partition 테스트,docs/goal-specs/G4B-004_alliance_raid_collision_partition_포팅.md,docs/test-results/goals/G4B-004_keyword_attack_variant_batch_unit_test_results.md,G4B-003,attack variant 키워드 테스트 통과,높음
G4B-005,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Overclock Decode Link 계열 포팅,신규 mechanic 키워드 구현,키워드 batch special,overclock decode link 테스트,docs/goal-specs/G4B-005_overclock_decode_link_계열_포팅.md,docs/test-results/goals/G4B-005_keyword_special_batch_unit_test_results.md,G4B-004,special 키워드 테스트 통과,높음
G4C-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,OnPlay OnDigivolve trigger 포팅,on play on digivolve 효과 구현,트리거 batch play digivolve,on play on digivolve 테스트,docs/goal-specs/G4C-001_onplay_ondigivolve_trigger_포팅.md,docs/test-results/goals/G4C-001_onplay_ondigivolve_triggers_unit_test_results.md,G4A-002,on play digivolve 테스트 통과,높음
G4C-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,WhenAttacking EndAttack trigger 포팅,공격 관련 트리거 구현,트리거 batch attack,when attacking end attack 테스트,docs/goal-specs/G4C-002_whenattacking_endattack_trigger_포팅.md,docs/test-results/goals/G4C-002_attack_triggers_unit_test_results.md,G4C-001,attack 트리거 테스트 통과,높음
G4C-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,Deletion Trash Move trigger 포팅,삭제 트래시 이동 트리거 구현,트리거 batch move delete,deletion trash move 테스트,docs/goal-specs/G4C-003_deletion_trash_move_trigger_포팅.md,docs/test-results/goals/G4C-003_delete_trash_move_triggers_unit_test_results.md,G4C-002,delete trash move 테스트 통과,높음
G4C-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,Security trigger 포팅,security effect와 security reveal 트리거 구현,security 트리거 batch,security effect 테스트,docs/goal-specs/G4C-004_security_trigger_포팅.md,docs/test-results/goals/G4C-004_security_triggers_unit_test_results.md,G4C-003,security 트리거 테스트 통과,높음
G4C-005,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,OptionUse Suspend Link trigger 포팅,option suspend link 관련 트리거 구현,트리거 batch option suspend link,option suspend link 테스트,docs/goal-specs/G4C-005_optionuse_suspend_link_trigger_포팅.md,docs/test-results/goals/G4C-005_option_suspend_link_triggers_unit_test_results.md,G4C-004,option suspend link 테스트 통과,높음
G4D-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,수치/비용 변경,DP Cost SAttack modifiers 포팅,일반 수치/비용 변경 카드 효과 구현,generic 수치/비용 변경 batch,DP cost SAttack 테스트,docs/goal-specs/G4D-001_dp_cost_sattack_modifiers_포팅.md,docs/test-results/goals/G4D-001_dp_cost_sattack_modifiers_unit_test_results.md,G4C-005,generic 수치/비용 변경 테스트 통과,높음
G4D-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,제한/불가 효과,Cannot and immunity effects 포팅,cannot 계열과 immunity 효과 구현,제한 immunity batch,cannot immunity 테스트,docs/goal-specs/G4D-002_cannot_and_immunity_effects_포팅.md,docs/test-results/goals/G4D-002_cannot_immunity_effects_unit_test_results.md,G4D-001,cannot immunity 테스트 통과,높음
G4D-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,디지볼브 관련,Digivolution requirement effects 포팅,진화 조건 변경과 무시 효과 구현,digivolution requirement effects,digivolution requirement 테스트,docs/goal-specs/G4D-003_digivolution_requirement_effects_포팅.md,docs/test-results/goals/G4D-003_digivolution_requirement_effects_unit_test_results.md,G4D-002,digivolution requirement 테스트 통과,높음
G4D-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,진화원 조작,Source add trash reveal effects 포팅,진화원 추가 제거 공개 효과 구현,source manipulation effects,source add trash reveal 테스트,docs/goal-specs/G4D-004_source_add_trash_reveal_effects_포팅.md,docs/test-results/goals/G4D-004_source_manipulation_effects_unit_test_results.md,G4D-003,source manipulation 테스트 통과,높음
G4E-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,AD1 card-specific batch 포팅,AD1 source directory card effect 구현,AD1 card effects,AD1 representative 테스트,docs/goal-specs/G4E-001_ad1_card_specific_batch_포팅.md,docs/test-results/goals/G4E-001_ad1_card_effect_batch_unit_test_results.md,G4D-004,AD1 batch 테스트 통과,높음
G4E-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,BT card-specific batch 포팅,BT 계열 card effect 구현,BT card effects,BT representative 테스트,docs/goal-specs/G4E-002_bt_card_specific_batch_포팅.md,docs/test-results/goals/G4E-002_bt_card_effect_batch_unit_test_results.md,G4E-001,BT batch 테스트 통과,높음
G4E-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,EX card-specific batch 포팅,EX 계열 card effect 구현,EX card effects,EX representative 테스트,docs/goal-specs/G4E-003_ex_card_specific_batch_포팅.md,docs/test-results/goals/G4E-003_ex_card_effect_batch_unit_test_results.md,G4E-002,EX batch 테스트 통과,높음
G4E-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,LM P ST card-specific batch 포팅,LM P ST 계열 card effect 구현,LM P ST card effects,LM P ST representative 테스트,docs/goal-specs/G4E-004_lm_p_st_card_specific_batch_포팅.md,docs/test-results/goals/G4E-004_lm_p_st_card_effect_batch_unit_test_results.md,G4E-003,LM P ST batch 테스트 통과,높음
G4E-005,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,Token and special cards batch 포팅,token과 특수 카드 effect 구현,token special card effects,token special 테스트,docs/goal-specs/G4E-005_token_and_special_cards_batch_포팅.md,docs/test-results/goals/G4E-005_token_special_card_effect_batch_unit_test_results.md,G4E-004,token special 테스트 통과,중간
G4F-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,선택 처리 대체,Card effect choice integration,카드 효과 선택 통합,effect choice integration,optional target count order 테스트,docs/goal-specs/G4F-001_card_effect_choice_integration.md,docs/test-results/goals/G4F-001_card_effect_choice_integration_unit_test_results.md,G4E-005; G1E-005,card effect choice 테스트 통과,높음
G4F-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,효과 순서,Card effect ordering integration,카드 효과 ordering 통합,effect ordering integration,mandatory optional ordering 테스트,docs/goal-specs/G4F-002_card_effect_ordering_integration.md,docs/test-results/goals/G4F-002_card_effect_ordering_integration_unit_test_results.md,G4F-001,effect ordering 테스트 통과,높음
G4G-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,데이터-동작 연결,Card text to behavior audit,card data와 behavior binding audit,behavior audit report,text behavior mismatch 테스트,docs/goal-specs/G4G-001_card_text_to_behavior_audit.md,docs/test-results/goals/G4G-001_card_text_behavior_audit_unit_test_results.md,G4F-002,behavior audit 테스트 통과,중간
G4G-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,커버리지,Card pool coverage threshold,대상 card pool 커버리지 기준 달성,커버리지 report,커버리지 threshold 테스트,docs/goal-specs/G4G-002_card_pool_coverage_threshold.md,docs/test-results/goals/G4G-002_card_pool_coverage_threshold_unit_test_results.md,G4G-001,커버리지 threshold 테스트 통과,높음
G4Z-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,단계 완료 게이트,Phase 4 aggregate result,Phase 4 전체 결과 집계,Phase 4 결과 문서,Phase 4 Goal 결과 문서 링크와 전체 테스트 통과 확인,docs/goal-specs/G4Z-001_phase_4_aggregate_result.md,docs/test-results/goals/G4Z-001_phase4_aggregate_unit_test_results.md,G4G-002,Phase 5 착수 가능,높음
G5A-001,Phase 5 - AI/RL 어댑터,관측값,Observation schema 확정,structured observation 스키마 확정,ObservationSnapshot 스키마,스키마 version 테스트,docs/goal-specs/G5A-001_observation_schema_확정.md,docs/test-results/goals/G5A-001_observation_schema_unit_test_results.md,G4Z-001,observation 스키마 테스트 통과,중간
G5A-002,Phase 5 - AI/RL 어댑터,관측값,Hidden information masking,player별 hidden info masking 구현,visibility masking,hand deck security masking 테스트,docs/goal-specs/G5A-002_hidden_information_masking.md,docs/test-results/goals/G5A-002_hidden_information_masking_unit_test_results.md,G5A-001,hidden masking 테스트 통과,높음
G5A-003,Phase 5 - AI/RL 어댑터,관측값,Vector schema normalization,RL vector 스키마와 normalization 구현,RlVectorSchema,vector length normalization 테스트,docs/goal-specs/G5A-003_vector_schema_normalization.md,docs/test-results/goals/G5A-003_vector_schema_normalization_unit_test_results.md,G5A-002,vector 스키마 테스트 통과,중간
G5B-001,Phase 5 - AI/RL 어댑터,액션 인코딩,Legal action mask,legal action mask 생성 구현,ActionMask,mask legal illegal 테스트,docs/goal-specs/G5B-001_legal_action_mask.md,docs/test-results/goals/G5B-001_legal_action_mask_unit_test_results.md,G5A-003,action mask 테스트 통과,높음
G5B-002,Phase 5 - AI/RL 어댑터,액션 인코딩,Action encode decode,action id encode decode 구현,ActionEncoder,encode decode roundtrip 테스트,docs/goal-specs/G5B-002_action_encode_decode.md,docs/test-results/goals/G5B-002_action_encode_decode_unit_test_results.md,G5B-001,action encode decode 테스트 통과,높음
G5B-003,Phase 5 - AI/RL 어댑터,액션 인코딩,Invalid action handling,RL invalid action 처리 구현,invalid action 결과,invalid action penalty 테스트,docs/goal-specs/G5B-003_invalid_action_handling.md,docs/test-results/goals/G5B-003_invalid_action_handling_unit_test_results.md,G5B-002,invalid action 테스트 통과,중간
G5C-001,Phase 5 - AI/RL 어댑터,보상,Terminal reward,win loss draw terminal reward 구현,RlRewardCalculator,terminal reward 테스트,docs/goal-specs/G5C-001_terminal_reward.md,docs/test-results/goals/G5C-001_terminal_reward_unit_test_results.md,G5B-003,terminal reward 테스트 통과,중간
G5C-002,Phase 5 - AI/RL 어댑터,보상,Shaping reward config,선택형 shaping reward config 구현,reward config,shaping on off 테스트,docs/goal-specs/G5C-002_shaping_reward_config.md,docs/test-results/goals/G5C-002_shaping_reward_config_unit_test_results.md,G5C-001,shaping reward 테스트 통과,낮음
G5D-001,Phase 5 - AI/RL 어댑터,RL 환경,RL environment reset,environment reset 구현,HeadlessRlEnvironment reset,reset deterministic 테스트,docs/goal-specs/G5D-001_rl_environment_reset.md,docs/test-results/goals/G5D-001_rl_environment_reset_unit_test_results.md,G5C-002,RL reset 테스트 통과,높음
G5D-002,Phase 5 - AI/RL 어댑터,RL 환경,RL environment step,environment step 구현,HeadlessRlEnvironment step,step observation reward terminal 테스트,docs/goal-specs/G5D-002_rl_environment_step.md,docs/test-results/goals/G5D-002_rl_environment_step_unit_test_results.md,G5D-001,RL step 테스트 통과,높음
G5E-001,Phase 5 - AI/RL 어댑터,정책 실행,Scripted policy runner,scripted policy episode 실행 구현,Scripted policy runner,scripted episode 테스트,docs/goal-specs/G5E-001_scripted_policy_runner.md,docs/test-results/goals/G5E-001_scripted_policy_runner_unit_test_results.md,G5D-002,scripted policy 테스트 통과,중간
G5E-002,Phase 5 - AI/RL 어댑터,정책 실행,Self-play policy runner,self-play episode 실행 구현,Self-play runner,self-play deterministic 테스트,docs/goal-specs/G5E-002_self_play_policy_runner.md,docs/test-results/goals/G5E-002_self_play_policy_runner_unit_test_results.md,G5E-001,self-play 테스트 통과,중간
G5F-001,Phase 5 - AI/RL 어댑터,배치 실행,Batch episode runner,batch episode 실행 구현,EpisodeBatchRunner,batch 결과 테스트,docs/goal-specs/G5F-001_batch_episode_runner.md,docs/test-results/goals/G5F-001_batch_episode_runner_unit_test_results.md,G5E-002,batch runner 테스트 통과,중간
G5F-002,Phase 5 - AI/RL 어댑터,배치 실행,Parallel determinism verifier,parallel 실행 결정성 검증 구현,parallel verifier,parallel same seed 테스트,docs/goal-specs/G5F-002_parallel_determinism_verifier.md,docs/test-results/goals/G5F-002_parallel_determinism_verifier_unit_test_results.md,G5F-001,parallel determinism 테스트 통과,중간
G5G-001,Phase 5 - AI/RL 어댑터,학습 데이터셋,Transition dataset model,transition dataset 모델 구현,RlTransition dataset,transition 스키마 테스트,docs/goal-specs/G5G-001_transition_dataset_model.md,docs/test-results/goals/G5G-001_transition_dataset_model_unit_test_results.md,G5F-002,dataset 모델 테스트 통과,중간
G5G-002,Phase 5 - AI/RL 어댑터,학습 데이터셋,JSONL export validation,JSONL export와 검증 구현,Jsonl exporter validator,jsonl 스키마 테스트,docs/goal-specs/G5G-002_jsonl_export_validation.md,docs/test-results/goals/G5G-002_jsonl_export_validation_unit_test_results.md,G5G-001,JSONL export 테스트 통과,중간
G5Z-001,Phase 5 - AI/RL 어댑터,단계 완료 게이트,Phase 5 aggregate result,Phase 5 전체 결과 집계,Phase 5 결과 문서,Phase 5 Goal 결과 문서 링크와 전체 테스트 통과 확인,docs/goal-specs/G5Z-001_phase_5_aggregate_result.md,docs/test-results/goals/G5Z-001_phase5_aggregate_unit_test_results.md,G5G-002,Phase 6 착수 가능,중간
G6A-001,Phase 6 - Parity/Regression 검증,시나리오,Scenario data model,검증 scenario 모델 정의,Scenario 모델,scenario parse 테스트,docs/goal-specs/G6A-001_scenario_data_model.md,docs/test-results/goals/G6A-001_scenario_data_model_unit_test_results.md,G5Z-001,scenario 모델 테스트 통과,높음
G6A-002,Phase 6 - Parity/Regression 검증,시나리오,Scenario runner,scripted scenario 실행기 구현,ScenarioRunner,scenario execution 테스트,docs/goal-specs/G6A-002_scenario_runner.md,docs/test-results/goals/G6A-002_scenario_runner_unit_test_results.md,G6A-001,scenario runner 테스트 통과,높음
G6B-001,Phase 6 - Parity/Regression 검증,리플레이,Replay export import,replay export import 구현,ReplayRecorder ReplayRunner,replay roundtrip 테스트,docs/goal-specs/G6B-001_replay_export_import.md,docs/test-results/goals/G6B-001_replay_export_import_unit_test_results.md,G6A-002,replay export import 테스트 통과,높음
G6B-002,Phase 6 - Parity/Regression 검증,리플레이,Golden trace comparison,golden trace 비교 구현,GoldenTrace comparer,trace comparison 테스트,docs/goal-specs/G6B-002_golden_trace_comparison.md,docs/test-results/goals/G6B-002_golden_trace_comparison_unit_test_results.md,G6B-001,golden trace 테스트 통과,높음
G6B-003,Phase 6 - Parity/Regression 검증,리플레이,Deterministic fingerprint gate,deterministic fingerprint gate 구현,fingerprint gate,same replay same fingerprint 테스트,docs/goal-specs/G6B-003_deterministic_fingerprint_gate.md,docs/test-results/goals/G6B-003_deterministic_fingerprint_gate_unit_test_results.md,G6B-002,fingerprint gate 테스트 통과,높음
G6C-001,Phase 6 - Parity/Regression 검증,AS-IS 비교,AS-IS parity harness,AS-IS Unity scenario 비교 harness 구현,ParityHarness,curated scenario load 테스트,docs/goal-specs/G6C-001_as_is_parity_harness.md,docs/test-results/goals/G6C-001_asis_parity_harness_unit_test_results.md,G6B-003,AS-IS 비교 harness 테스트 통과,높음
G6C-002,Phase 6 - Parity/Regression 검증,AS-IS 비교,Setup parity scenarios,setup 초기 상태 AS-IS 비교 작성,setup AS-IS 비교 scenarios,setup AS-IS 비교 테스트,docs/goal-specs/G6C-002_setup_parity_scenarios.md,docs/test-results/goals/G6C-002_setup_parity_scenarios_unit_test_results.md,G6C-001,setup AS-IS 비교 테스트 통과,높음
G6C-003,Phase 6 - Parity/Regression 검증,AS-IS 비교,Phase memory parity scenarios,phase와 memory AS-IS 비교 작성,phase memory AS-IS 비교 scenarios,phase memory AS-IS 비교 테스트,docs/goal-specs/G6C-003_phase_memory_parity_scenarios.md,docs/test-results/goals/G6C-003_phase_memory_parity_scenarios_unit_test_results.md,G6C-002,phase memory AS-IS 비교 테스트 통과,높음
G6C-004,Phase 6 - Parity/Regression 검증,AS-IS 비교,Movement parity scenarios,zone movement AS-IS 비교 작성,movement AS-IS 비교 scenarios,movement AS-IS 비교 테스트,docs/goal-specs/G6C-004_movement_parity_scenarios.md,docs/test-results/goals/G6C-004_movement_parity_scenarios_unit_test_results.md,G6C-003,movement AS-IS 비교 테스트 통과,높음
G6C-005,Phase 6 - Parity/Regression 검증,AS-IS 비교,Main action parity scenarios,play digivolve option pass AS-IS 비교 작성,main action AS-IS 비교 scenarios,main action AS-IS 비교 테스트,docs/goal-specs/G6C-005_main_action_parity_scenarios.md,docs/test-results/goals/G6C-005_main_action_parity_scenarios_unit_test_results.md,G6C-004,main action AS-IS 비교 테스트 통과,높음
G6C-006,Phase 6 - Parity/Regression 검증,AS-IS 비교,Combat parity scenarios,attack block battle AS-IS 비교 작성,combat AS-IS 비교 scenarios,combat AS-IS 비교 테스트,docs/goal-specs/G6C-006_combat_parity_scenarios.md,docs/test-results/goals/G6C-006_combat_parity_scenarios_unit_test_results.md,G6C-005,combat AS-IS 비교 테스트 통과,높음
G6C-007,Phase 6 - Parity/Regression 검증,AS-IS 비교,Security parity scenarios,시큐리티 체크와 security effect AS-IS 비교 작성,security AS-IS 비교 scenarios,security AS-IS 비교 테스트,docs/goal-specs/G6C-007_security_parity_scenarios.md,docs/test-results/goals/G6C-007_security_parity_scenarios_unit_test_results.md,G6C-006,security AS-IS 비교 테스트 통과,높음
G6C-008,Phase 6 - Parity/Regression 검증,AS-IS 비교,Representative effect parity scenarios,대표 card effect AS-IS 비교 작성,effect AS-IS 비교 scenarios,effect AS-IS 비교 테스트,docs/goal-specs/G6C-008_representative_effect_parity_scenarios.md,docs/test-results/goals/G6C-008_representative_effect_parity_scenarios_unit_test_results.md,G6C-007,effect AS-IS 비교 테스트 통과,높음
G6D-001,Phase 6 - Parity/Regression 검증,커버리지,Card pool coverage report,card pool 구현 커버리지 report 작성,커버리지 report,커버리지 threshold 테스트,docs/goal-specs/G6D-001_card_pool_coverage_report.md,docs/test-results/goals/G6D-001_card_pool_coverage_report_unit_test_results.md,G6C-008,커버리지 report 테스트 통과,높음
