mapping_id,phase,category,asis_class,asis_function,asis_signature,asis_file,asis_location,asis_line,tobe_class,tobe_function,tobe_location,porting_method,status,notes
AFM-00199,N/A,UI/클라이언트,CardImagePanel,OnClickOpenCardImagePanelButton,public void OnClickOpenCardImagePanelButton(),CardImagePanel.cs,DCGO/Assets/Scripts/Script/CardImagePanel.cs,17,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00200,N/A,UI/클라이언트,CardImagePanel,Open,public IEnumerator Open(),CardImagePanel.cs,DCGO/Assets/Scripts/Script/CardImagePanel.cs,40,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00201,N/A,UI/클라이언트,CardImagePanel,Close,public void Close(),CardImagePanel.cs,DCGO/Assets/Scripts/Script/CardImagePanel.cs,76,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00202,N/A,UI/클라이언트,CardImagePanel,CloseCardImagePanel,public void CloseCardImagePanel(),CardImagePanel.cs,DCGO/Assets/Scripts/Script/CardImagePanel.cs,81,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00203,N/A,UI/클라이언트,CardImagePanel,Close_,public void Close_(bool playSE),CardImagePanel.cs,DCGO/Assets/Scripts/Script/CardImagePanel.cs,94,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00204,N/A,UI/클라이언트,CardImagePanel,OnClickCopyButton,public void OnClickCopyButton(),CardImagePanel.cs,DCGO/Assets/Scripts/Script/CardImagePanel.cs,113,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00205,Phase 4+,기타,CardInfo,OnEnter,public void OnEnter(),CardInfo.cs,DCGO/Assets/Scripts/Script/CardInfo.cs,38,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00206,Phase 4+,기타,CardInfo,OnExit,public void OnExit(),CardInfo.cs,DCGO/Assets/Scripts/Script/CardInfo.cs,43,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00207,Phase 4+,기타,CardInfo,SetUpCardInfo,"public async void SetUpCardInfo(CardSource cardSource, Permanent permanent = null)",CardInfo.cs,DCGO/Assets/Scripts/Script/CardInfo.cs,48,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00208,Phase 4+,기타,CardInfo,CloseSoulInfo,public void CloseSoulInfo(),CardInfo.cs,DCGO/Assets/Scripts/Script/CardInfo.cs,137,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00209,Phase 4+,기타,CardInfo,OnClick,public void OnClick(),CardInfo.cs,DCGO/Assets/Scripts/Script/CardInfo.cs,142,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00210,Phase 4+,카드/존,CardObjectController,CreatePlayerDecks,"public static IEnumerator CreatePlayerDecks(CardSource CardPrefab, GameContext gameContext)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,16,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00211,Phase 4+,카드/존,CardObjectController,CreateCardSource,"public static CardSource CreateCardSource(int _PlayerID, CEntity_Base cEntity_Base, bool isToken)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,347,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00212,Phase 2,존/이동,CardObjectController,RemoveFromAllArea,public static IEnumerator RemoveFromAllArea(CardSource cardSource),CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,370,ZoneState,Remove,src/HeadlessDCGO.Engine/Headless/State/ZoneState.cs,직접포팅,PORTED,존에서 카드 제거
AFM-00213,Phase 4+,카드/존,CardObjectController,AlignHand,public static void AlignHand(Player player),CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,451,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00214,Phase 4+,카드/존,CardObjectController,CreateNewPermanent,"public static IEnumerator CreateNewPermanent(Permanent permanent, int frameID)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,479,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00215,Phase 4+,카드/존,CardObjectController,RemoveField,"public static IEnumerator RemoveField(Permanent permanent, bool ignoreOverflow = false)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,513,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00216,Phase 4+,카드/존,CardObjectController,AddHandCards,"public static IEnumerator AddHandCards(List<CardSource> cardSources, bool isDraw, ICardEffect cardEffect)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,559,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00217,Phase 1,"Zone, Card State, And GameObject Mapping",CardObjectController,AddHandCard,"public static IEnumerator AddHandCard(CardSource cardSource, bool isDraw)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,625,InMemoryZoneMover,InMemoryZoneMover.AddToHandAsync(...),src/HeadlessDCGO.Engine/Headless/Services/InMemoryZoneMover.cs:61,역할기반_재설계,PORTED,Adds card to hand zone.
AFM-00218,Phase 1,"Zone, Card State, And GameObject Mapping",CardObjectController,AddTrashCard,public static IEnumerator AddTrashCard(CardSource cardSource),CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,717,InMemoryZoneMover,InMemoryZoneMover.AddToTrashAsync(...),src/HeadlessDCGO.Engine/Headless/Services/InMemoryZoneMover.cs:69,역할기반_재설계,PORTED,Adds card to trash zone.
AFM-00219,Phase 4+,카드/존,CardObjectController,AddTrashCards,public static IEnumerator AddTrashCards(List<CardSource> cardSources),CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,739,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00220,Phase 4+,카드/존,CardObjectController,AddLibraryTopCards,"public static IEnumerator AddLibraryTopCards(List<CardSource> cardSources, bool notAddLog = false)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,781,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00221,Phase 4+,카드/존,CardObjectController,AddLibraryBottomCards,"public static IEnumerator AddLibraryBottomCards(List<CardSource> cardSources, bool notAddLog = false)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,863,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00222,Phase 4+,카드/존,CardObjectController,AddExecutingCard,public static IEnumerator AddExecutingCard(CardSource cardSource),CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,957,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00223,Phase 1,"Zone, Card State, And GameObject Mapping",CardObjectController,AddSecurityCard,"public static IEnumerator AddSecurityCard(CardSource cardSource, bool toTop = true, bool faceUp = false, bool useEffect = true)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,976,InMemoryZoneMover,InMemoryZoneMover.AddToSecurityAsync(...),src/HeadlessDCGO.Engine/Headless/Services/InMemoryZoneMover.cs:77,역할기반_재설계,PORTED,Adds card to security zone.
AFM-00224,Phase 4+,카드/존,CardObjectController,Shuffle,public static IEnumerator Shuffle(Player player),CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,1011,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00225,Phase 2,존/이동,CardObjectController,MovePermanent,"public static IEnumerator MovePermanent(FieldCardFrame movingPermanentFrame, bool toBreeding = false, ICardEffect effect = null)",CardObjectController.cs,DCGO/Assets/Scripts/Script/CardObjectController.cs,1022,InMemoryZoneMover,MoveAsync,src/HeadlessDCGO.Engine/Headless/Services/InMemoryZoneMover.cs,직접포팅,PORTED,존 간 카드 이동
AFM-00226,N/A,UI/클라이언트,CardPrefab_CreateDeck,OnClickAddButton,public void OnClickAddButton(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,130,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00227,N/A,UI/클라이언트,CardPrefab_CreateDeck,OnClickRemoveButton,public void OnClickRemoveButton(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,137,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00228,N/A,UI/클라이언트,CardPrefab_CreateDeck,SetupAddRemoveButton,public void SetupAddRemoveButton(DeckData deckData),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,142,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00229,N/A,UI/클라이언트,CardPrefab_CreateDeck,OffAddRemoveButton,public void OffAddRemoveButton(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,179,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00230,N/A,UI/클라이언트,CardPrefab_CreateDeck,SetUpCardPrefab_CreateDeck,public void SetUpCardPrefab_CreateDeck(CEntity_Base _cEntity_Base),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,187,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00231,N/A,UI/클라이언트,CardPrefab_CreateDeck,ShowCardImage,public async void ShowCardImage(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,194,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00232,N/A,UI/클라이언트,CardPrefab_CreateDeck,HideDeckCardTab,public void HideDeckCardTab(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,395,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00233,N/A,UI/클라이언트,CardPrefab_CreateDeck,SetCover,public void SetCover(bool active),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,428,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00234,N/A,UI/클라이언트,CardPrefab_CreateDeck,CheckCover,public void CheckCover(DeckData deckData),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,436,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00235,N/A,UI/클라이언트,CardPrefab_CreateDeck,CanNotAddThisCard,public bool CanNotAddThisCard(DeckData deckData),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,441,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00236,N/A,UI/클라이언트,CardPrefab_CreateDeck,OnClick,public void OnClick(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,480,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00237,N/A,UI/클라이언트,CardPrefab_CreateDeck,OnBeginDrag,public void OnBeginDrag(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,485,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00238,N/A,UI/클라이언트,CardPrefab_CreateDeck,OnEnter,public void OnEnter(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,515,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00239,N/A,UI/클라이언트,CardPrefab_CreateDeck,_OnEnter,public void _OnEnter(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,564,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00240,N/A,UI/클라이언트,CardPrefab_CreateDeck,OnExit,public void OnExit(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,569,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00241,N/A,UI/클라이언트,CardPrefab_CreateDeck,_OnExit,public void _OnExit(),CardPrefab_CreateDeck.cs,DCGO/Assets/Scripts/Script/CardPrefab_CreateDeck.cs,627,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-00242,Phase 4+,기타,CardSource,SetBaseData,"public void SetBaseData(CEntity_Base cEntity_Base, Player owner)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,37,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00243,Phase 4+,기타,CardSource,SetFace,"public void SetFace(string str = """")",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,76,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00244,Phase 4+,기타,CardSource,SetReverse,public void SetReverse(),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,91,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00245,Phase 4+,기타,CardSource,SetUpCardIndex,public void SetUpCardIndex(int _cardIndex),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,105,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00246,Phase 4+,기타,CardSource,SetChangedLocationTime,public void SetChangedLocationTime(),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,130,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00247,Phase 4+,기타,CardSource,SetShowingHandCard,public void SetShowingHandCard(HandCard showingHandCard) => ShowingHandCard = showingHandCard;,CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,329,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00248,Phase 4+,기타,CardSource,PermanentOfThisCard,public Permanent PermanentOfThisCard(),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,335,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00249,Phase 1,Runtime And Lifecycle Mapping,CardSource,Init,public void Init(),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,345,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-00250,Phase 4+,기타,CardSource,EvoCosts,"public List<Func<Permanent, int>> EvoCosts(CardEffectCommons.IgnoreRequirement ignore, bool checkAvailability)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,534,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00251,Phase 4+,기타,CardSource,CostList,"public List<int> CostList(Permanent targetPermanent, bool ignoreLevel, bool checkAvailability)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,617,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00252,Phase 4+,기타,CardSource,PayingCost,"public int PayingCost(SelectCardEffect.Root root, List<Permanent> targetPermanents, bool checkAvailability = false, bool ignoreLevel = false, int FixedCost = -1)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,635,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00253,Phase 4+,기타,CardSource,GetPayingCostWithBaseCost,"public int GetPayingCostWithBaseCost(int baseCost, SelectCardEffect.Root root, List<Permanent> targetPermanents, bool checkAvailability = false, int FixedCost = -1)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,664,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00254,Phase 4+,기타,CardSource,GetChangedCostItselef,"public int GetChangedCostItselef(int Cost, SelectCardEffect.Root root, List<Permanent> targetPermanents, bool checkAvailability = false)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,775,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00255,Phase 4+,기타,CardSource,GetChangedPayingCost,"public int GetChangedPayingCost(int Cost, SelectCardEffect.Root root, List<Permanent> targetPermanents, bool checkAvailability = false)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,864,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00256,Phase 4+,기타,CardSource,EffectList,public List<ICardEffect> EffectList(EffectTiming timing),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,981,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00257,Phase 4+,기타,CardSource,EffectList_ForCard,"public List<ICardEffect> EffectList_ForCard(EffectTiming timing, CardSource cardSource)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,990,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00258,Phase 4+,기타,CardSource,EffectList_ExceptAddedEffects,public List<ICardEffect> EffectList_ExceptAddedEffects(EffectTiming timing),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1011,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00259,Phase 4+,기타,CardSource,EffectList_ForCard_ExceptAddedEffects,"public List<ICardEffect> EffectList_ForCard_ExceptAddedEffects(EffectTiming timing, CardSource cardSource)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1020,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00260,Phase 4+,기타,CardSource,CanNotBeAffected,public bool CanNotBeAffected(ICardEffect _cardEffect),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1060,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00261,Phase 4+,기타,CardSource,CanPlayCardTargetFrame,"public bool CanPlayCardTargetFrame(FieldCardFrame frame, bool PayCost, ICardEffect cardEffect, SelectCardEffect.Root root = SelectCardEffect.Root.Hand, int fixedCost = -1, bool isBreedingArea = false, CardEffectCommons.IgnoreRequirement ignore = CardEffectCommons.IgnoreRequirement.None)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1116,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00262,Phase 4+,기타,CardSource,CanPutFieldThisPermanentCard,"public bool CanPutFieldThisPermanentCard(bool PayCost, ICardEffect cardEffect, bool isBreedingArea = false)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1200,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00263,Phase 4+,기타,CardSource,CanEnterField,public bool CanEnterField(ICardEffect _cardEffect),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1209,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00264,Phase 4+,기타,CardSource,CanEvolve,"public bool CanEvolve(Permanent targetPermanent, bool checkAvailability, CardEffectCommons.IgnoreRequirement ignore = CardEffectCommons.IgnoreRequirement.None)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1263,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00265,Phase 4+,기타,CardSource,CanNotEvolve,public bool CanNotEvolve(Permanent targetPermanent),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1291,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00266,Phase 4+,기타,CardSource,HasSameCardName,public bool HasSameCardName(CardSource cardSource) => cardSource.CardNames.Count((cardName) => EqualsCardName(cardName)) >= 1;,CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1465,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00267,Phase 4+,기타,CardSource,EqualsCardName,public bool EqualsCardName(string name),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1478,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00268,Phase 4+,기타,CardSource,ContainsCardName,public bool ContainsCardName(string name),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1505,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00269,Phase 4+,기타,CardSource,HasCardColor,"public bool HasCardColor(CardColor cardColor, bool isOptionOnly = false, bool isDigimonOnly = false)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1565,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00270,Phase 4+,기타,CardSource,HasDigimonColor,public bool HasDigimonColor(CardColor cardColor),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1580,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00271,Phase 4+,기타,CardSource,HasOptionColor,public bool HasOptionColor(CardColor cardColor),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1587,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00272,Phase 4+,기타,CardSource,EqualsTraits,public bool EqualsTraits(string trait),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1682,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00273,Phase 4+,기타,CardSource,ContainsTraits,public bool ContainsTraits(string trait),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,1701,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00274,Phase 4+,기타,CardSource,HasText,public bool HasText(string text),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2120,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00275,Phase 4+,기타,CardSource,EqualsCardNameDigiXros,public bool EqualsCardNameDigiXros(string name),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2243,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00276,Phase 4+,기타,CardSource,ContainsCardNameDigiXros,public bool ContainsCardNameDigiXros(string name),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2269,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00277,Phase 4+,기타,CardSource,PreferredFrame,public FieldCardFrame PreferredFrame(),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2290,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00278,Phase 4+,기타,CardSource,SetDP,public void SetDP(int value),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2455,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00279,Phase 4+,기타,CardSource,SetIsToken,public void SetIsToken(bool isToken) => IsToken = isToken;,CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2466,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00280,Phase 4+,기타,CardSource,CanNotTrashFromDigivolutionCards,public bool CanNotTrashFromDigivolutionCards(ICardEffect _cardEffect),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2478,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00281,Phase 4+,기타,CardSource,CanPlayJogress,public bool CanPlayJogress(bool PayCost),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2747,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00282,Phase 4+,기타,CardSource,CanJogressFromTargetPermanent,"public bool CanJogressFromTargetPermanent(Permanent targetPermanent, bool PayCost)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2799,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00283,Phase 4+,기타,CardSource,CanJogressFromTargetPermanents,"public bool CanJogressFromTargetPermanents(List<Permanent> targetPermanents, bool PayCost)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,2846,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00284,Phase 4+,기타,CardSource,CanPlayBurst,public bool CanPlayBurst(bool PayCost),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3071,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00285,Phase 4+,기타,CardSource,CanLink,"public bool CanLink(bool PayCost, bool allowBreeding = false)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3140,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00286,Phase 4+,기타,CardSource,CanBurstDigivolutionFromTargetPermanent,"public bool CanBurstDigivolutionFromTargetPermanent(Permanent targetPermanent, bool PayCost)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3211,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00287,Phase 4+,기타,CardSource,GetChangedLinkCost,"public int GetChangedLinkCost(Permanent targetPermanent, SelectCardEffect.Root root)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3267,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00288,Phase 4+,기타,CardSource,CanLinkToTargetPermanent,"public bool CanLinkToTargetPermanent(Permanent targetPermanent, bool PayCost, bool allowBreeding = false)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3337,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00289,Phase 4+,기타,CardSource,CanAppFusionFromTargetPermanent,"public bool CanAppFusionFromTargetPermanent(Permanent targetPermanent, bool PayCost, SelectCardEffect.Root root = SelectCardEffect.Root.Hand)",CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3378,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00290,Phase 4+,기타,CardSource,IsContainDigiXrosCondition,public bool IsContainDigiXrosCondition(CardSource cardSource),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3422,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00291,Phase 4+,기타,CardSource,GetCardSprite,public async Task<Sprite> GetCardSprite(),CardSource.cs,DCGO/Assets/Scripts/Script/CardSource.cs,3526,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00292,Phase 4+,기타,CEntity_Base,LoadCardImage,public async Task LoadCardImage(),CEntity_Base.cs,DCGO/Assets/Scripts/Script/CEntity_Base.cs,50,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00293,Phase 4+,기타,CEntity_Base,GetCardSprite,public async Task<Sprite> GetCardSprite(),CEntity_Base.cs,DCGO/Assets/Scripts/Script/CEntity_Base.cs,69,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00294,Phase 4+,기타,CEntity_Base,GetParseByUnderBar,public static string[] GetParseByUnderBar(string CardImageName),CEntity_Base.cs,DCGO/Assets/Scripts/Script/CEntity_Base.cs,259,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00295,Phase 4+,기타,CEntity_Base,GetParseByHyphen,public static string[] GetParseByHyphen(string CardImageName),CEntity_Base.cs,DCGO/Assets/Scripts/Script/CEntity_Base.cs,273,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00296,Phase 4+,기타,CEntity_Base,SameCardIDCount,public int SameCardIDCount(List<CEntity_Base> DeckCards),CEntity_Base.cs,DCGO/Assets/Scripts/Script/CEntity_Base.cs,287,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00297,Phase 4+,기타,CEntity_Base,Equals,public bool Equals(EvoCost other),CEntity_Base.cs,DCGO/Assets/Scripts/Script/CEntity_Base.cs,363,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
