Goal ID,단계,영역,목표,상세 목표 설명,해야 할 작업,하지 말아야 할 작업,참조/확인 대상,산출물,단위테스트 상세,결과 문서,결과 문서 필수 내용,선행 Goal,완료 기준,완료 체크리스트,우선순위
G3D-002,Phase 3 - 공통 룰/효과 인프라 포팅,요구사항 처리,Name color trait requirement 포팅,"Name color trait requirement 포팅 Goal은 '이름 색 특성 요구사항 포팅'를 완성하기 위한 작업이다. 레벨, DP, 비용, 이름, 색, 특성 등 요구사항 판단을 재사용 가능한 helper로 정리한다. 산출물은 'requirement 헬퍼s'이며, 완료 기준은 'requirement 테스트 통과'이다.",1. 선행 Goal 'G3D-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3D-002_name_color_trait_requirement_포팅.md'를 읽는다. 3. 작업 범위 '이름 색 특성 요구사항 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'requirement 헬퍼s'을 작성하거나 갱신한다. 6. 단위테스트 'name color trait 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3D-002_name_color_trait_requirements_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3D-002_name_color_trait_requirement_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3D-002_name_color_trait_requirements_unit_test_results.md,requirement 헬퍼s,"테스트는 'name color trait 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3D-002_name_color_trait_requirements_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3D-001,requirement 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'requirement 테스트 통과' 충족,높음
G3E-001,Phase 3 - 공통 룰/효과 인프라 포팅,비용 처리,Play cost helper 포팅,"Play cost helper 포팅 Goal은 'play cost와 cost 수치/비용 변경 헬퍼 포팅'를 완성하기 위한 작업이다. play cost, digivolution cost, cost reduction, memory movement의 계산 기준을 분리한다. 산출물은 'play cost 헬퍼'이며, 완료 기준은 'play cost 테스트 통과'이다.",1. 선행 Goal 'G3D-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3E-001_play_cost_helper_포팅.md'를 읽는다. 3. 작업 범위 'play cost와 cost 수치/비용 변경 헬퍼 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'play cost 헬퍼'을 작성하거나 갱신한다. 6. 단위테스트 'play cost 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3E-001_play_cost_helper_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3E-001_play_cost_helper_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3E-001_play_cost_helper_unit_test_results.md,play cost 헬퍼,"테스트는 'play cost 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3E-001_play_cost_helper_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3D-002,play cost 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'play cost 테스트 통과' 충족,높음
G3E-002,Phase 3 - 공통 룰/효과 인프라 포팅,비용 처리,Digivolution cost helper 포팅,"Digivolution cost helper 포팅 Goal은 'digivolution cost와 reduction 헬퍼 포팅'를 완성하기 위한 작업이다. play cost, digivolution cost, cost reduction, memory movement의 계산 기준을 분리한다. 산출물은 'digivolution cost 헬퍼'이며, 완료 기준은 'digivolution cost 테스트 통과'이다.",1. 선행 Goal 'G3E-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3E-002_digivolution_cost_helper_포팅.md'를 읽는다. 3. 작업 범위 'digivolution cost와 reduction 헬퍼 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'digivolution cost 헬퍼'을 작성하거나 갱신한다. 6. 단위테스트 'digivolve cost 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3E-002_digivolution_cost_helper_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3E-002_digivolution_cost_helper_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3E-002_digivolution_cost_helper_unit_test_results.md,digivolution cost 헬퍼,"테스트는 'digivolve cost 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3E-002_digivolution_cost_helper_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3E-001,digivolution cost 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'digivolution cost 테스트 통과' 충족,높음
G3F-001,Phase 3 - 공통 룰/효과 인프라 포팅,대상/존 조회,Target filtering helper 포팅,"Target filtering helper 포팅 Goal은 'card permanent player target filtering 포팅'를 완성하기 위한 작업이다. 대상 후보, 존 검색, 공개/비공개 정보 접근 기준을 서비스로 정리한다. 산출물은 'target filter 헬퍼s'이며, 완료 기준은 'target filtering 테스트 통과'이다.",1. 선행 Goal 'G3D-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3F-001_target_filtering_helper_포팅.md'를 읽는다. 3. 작업 범위 'card permanent player target filtering 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'target filter 헬퍼s'을 작성하거나 갱신한다. 6. 단위테스트 'target filtering 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3F-001_target_filtering_helpers_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3F-001_target_filtering_helper_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3F-001_target_filtering_helpers_unit_test_results.md,target filter 헬퍼s,"테스트는 'target filtering 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3F-001_target_filtering_helpers_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3D-002,target filtering 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'target filtering 테스트 통과' 충족,높음
G3F-002,Phase 3 - 공통 룰/효과 인프라 포팅,대상/존 조회,Zone query helper 포팅,"Zone query helper 포팅 Goal은 'library trash security source zone query 헬퍼 포팅'를 완성하기 위한 작업이다. 대상 후보, 존 검색, 공개/비공개 정보 접근 기준을 서비스로 정리한다. 산출물은 'zone query 헬퍼s'이며, 완료 기준은 'zone query 테스트 통과'이다.",1. 선행 Goal 'G3F-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3F-002_zone_query_helper_포팅.md'를 읽는다. 3. 작업 범위 'library trash security source zone query 헬퍼 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'zone query 헬퍼s'을 작성하거나 갱신한다. 6. 단위테스트 'zone query 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3F-002_zone_query_helpers_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3F-002_zone_query_helper_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3F-002_zone_query_helpers_unit_test_results.md,zone query 헬퍼s,"테스트는 'zone query 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3F-002_zone_query_helpers_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3F-001,zone query 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'zone query 테스트 통과' 충족,높음
G3G-001,Phase 3 - 공통 룰/효과 인프라 포팅,키워드 효과,Keyword base batch 1 포팅,"Keyword base batch 1 포팅 Goal은 'blocker jamming reboot piercing base 구현'를 완성하기 위한 작업이다. 키워드별 공통 동작을 카드별 구현 전에 재사용 가능한 base effect로 정리한다. 산출물은 '키워드 base batch1'이며, 완료 기준은 '키워드 base1 테스트 통과'이다.",1. 선행 Goal 'G3F-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3G-001_keyword_base_batch_1_포팅.md'를 읽는다. 3. 작업 범위 'blocker jamming reboot piercing base 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 '키워드 base batch1'을 작성하거나 갱신한다. 6. 단위테스트 '키워드 base batch1 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3G-001_keyword_base_batch1_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3G-001_keyword_base_batch_1_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3G-001_keyword_base_batch1_unit_test_results.md,키워드 base batch1,"테스트는 '키워드 base batch1 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3G-001_keyword_base_batch1_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3F-002,키워드 base1 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 '키워드 base1 테스트 통과' 충족,높음
G3G-002,Phase 3 - 공통 룰/효과 인프라 포팅,키워드 효과,Keyword base batch 2 포팅,"Keyword base batch 2 포팅 Goal은 'rush blitz retaliation armor purge base 구현'를 완성하기 위한 작업이다. 키워드별 공통 동작을 카드별 구현 전에 재사용 가능한 base effect로 정리한다. 산출물은 '키워드 base batch2'이며, 완료 기준은 '키워드 base2 테스트 통과'이다.",1. 선행 Goal 'G3G-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3G-002_keyword_base_batch_2_포팅.md'를 읽는다. 3. 작업 범위 'rush blitz retaliation armor purge base 구현'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 '키워드 base batch2'을 작성하거나 갱신한다. 6. 단위테스트 '키워드 base batch2 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3G-002_keyword_base_batch2_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3G-002_keyword_base_batch_2_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3G-002_keyword_base_batch2_unit_test_results.md,키워드 base batch2,"테스트는 '키워드 base batch2 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3G-002_keyword_base_batch2_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3G-001,키워드 base2 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 '키워드 base2 테스트 통과' 충족,높음
G3H-001,Phase 3 - 공통 룰/효과 인프라 포팅,수치/비용 변경,DP cost security attack modifier helper 포팅,"DP cost security attack modifier helper 포팅 Goal은 'DP cost SAttack 변경 헬퍼 포팅'를 완성하기 위한 작업이다. DP, cost, security attack 등 modifier 효과를 continuous/recalculation 기준으로 처리한다. 산출물은 '수치/비용 변경 헬퍼s'이며, 완료 기준은 '수치/비용 변경 헬퍼 테스트 통과'이다.",1. 선행 Goal 'G3E-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3H-001_dp_cost_security_attack_modifier_helper_포팅.md'를 읽는다. 3. 작업 범위 'DP cost SAttack 변경 헬퍼 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 '수치/비용 변경 헬퍼s'을 작성하거나 갱신한다. 6. 단위테스트 '수치/비용 변경 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3H-001_modifier_helpers_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3H-001_dp_cost_security_attack_modifier_helper_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3H-001_modifier_helpers_unit_test_results.md,수치/비용 변경 헬퍼s,"테스트는 '수치/비용 변경 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3H-001_modifier_helpers_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3E-002,수치/비용 변경 헬퍼 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 '수치/비용 변경 헬퍼 테스트 통과' 충족,높음
G3H-002,Phase 3 - 공통 룰/효과 인프라 포팅,제한/불가 효과,Cannot restriction helper 포팅,"Cannot restriction helper 포팅 Goal은 'cannot attack block delete return suspend 계열 포팅'를 완성하기 위한 작업이다. cannot attack/block/delete/return/suspend 계열 restriction을 RuleQuery/EffectQuery로 노출한다. 산출물은 '제한 헬퍼s'이며, 완료 기준은 '제한 테스트 통과'이다.",1. 선행 Goal 'G3H-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3H-002_cannot_restriction_helper_포팅.md'를 읽는다. 3. 작업 범위 'cannot attack block delete return suspend 계열 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 '제한 헬퍼s'을 작성하거나 갱신한다. 6. 단위테스트 '제한 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3H-002_cannot_restriction_helpers_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3H-002_cannot_restriction_helper_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3H-002_cannot_restriction_helpers_unit_test_results.md,제한 헬퍼s,"테스트는 '제한 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3H-002_cannot_restriction_helpers_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3H-001,제한 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 '제한 테스트 통과' 충족,높음
G3I-001,Phase 3 - 공통 룰/효과 인프라 포팅,대체 효과,Replacement prevention helper 포팅,"Replacement prevention helper 포팅 Goal은 'pr이벤트 redirect immune 대체 효과 포팅'를 완성하기 위한 작업이다. prevent, redirect, immune 같은 replacement 판단을 실제 mutation 전에 적용할 수 있게 한다. 산출물은 '대체 효과 헬퍼s'이며, 완료 기준은 '대체 효과 테스트 통과'이다.",1. 선행 Goal 'G3H-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G3I-001_replacement_prevention_helper_포팅.md'를 읽는다. 3. 작업 범위 'pr이벤트 redirect immune 대체 효과 포팅'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 '대체 효과 헬퍼s'을 작성하거나 갱신한다. 6. 단위테스트 '대체 효과 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G3I-001_replacement_prevention_helpers_unit_test_results.md'를 작성한다.,공통 룰/효과 인프라만 포팅한다. 개별 카드 효과 배치 작업은 Phase 4로 남긴다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G3I-001_replacement_prevention_helper_포팅.md | docs/headless_goal_execution_prompt.md | DCGO/Assets 원본 파일은 읽기 전용 참조 | docs/test-results/goals/G3I-001_replacement_prevention_helpers_unit_test_results.md,대체 효과 헬퍼s,"테스트는 '대체 효과 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G3I-001_replacement_prevention_helpers_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G3H-002,대체 효과 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 '대체 효과 테스트 통과' 충족,높음
