source_kind,dependency,category,dotnet_action,path,line,symbol,notes
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_066.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_066.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_068.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_068.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_070.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_070.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_071.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_071.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_072.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_072.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_073.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_073.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_074.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_074.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_075.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_075.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_096.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_096.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_109.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_109.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_110.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Black/BT4_110.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_002.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_002.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_023.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_023.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_025.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_025.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_026.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_026.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_027.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_027.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_030.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_030.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_031.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_031.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_032.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_032.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_033.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_033.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_034.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_034.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_035.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_035.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_093.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_093.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_101.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_101.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_102.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_102.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_103.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_103.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_114.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Blue/BT4_114.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_004.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_004.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_051.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_051.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_054.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_054.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_055.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_055.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_057.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_057.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_058.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_058.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_059.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_059.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_060.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_060.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_061.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_061.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_062.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_062.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_095.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_095.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_107.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_107.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_108.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Green/BT4_108.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_006.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_006.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_078.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_078.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_079.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_079.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_081.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_081.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_083.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_083.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_084.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_084.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_086.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_086.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_088.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_088.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_089.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_089.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_097.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_097.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_111.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_111.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_112.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Purple/BT4_112.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_008.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_008.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_009.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_009.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_011.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_011.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_012.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_012.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_013.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_013.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_016.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_016.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_017.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_017.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_018.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_018.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_019.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_019.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_020.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_020.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_092.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_092.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_098.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_098.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_099.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_099.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_100.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_100.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_113.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Red/BT4_113.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/White/BT4_090.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/White/BT4_090.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/White/BT4_091.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/White/BT4_091.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Yellow/BT4_003.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Yellow/BT4_003.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Yellow/BT4_037.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Yellow/BT4_037.cs,7,Photon.Pun,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
using,Photon,Network,REMOVE_OR_REPLACE,DCGO/Assets/Scripts/CardEffect/BT4/Yellow/BT4_038.cs,5,Photon,Client network dependency. Headless/RL should replace it with deterministic local match/session events.
