port_file	original	port	what_differs
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2675	ABSENT	foreach loop calling permanent.HideHandBounceEffect() removed (Permanent.HideHandBounceEffect UI not present in headless)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2744	ABSENT	"add-log block building ""Return to hand"" text and calling PlayLog.OnAddLog?.Invoke(log) removed (PlayLog.OnAddLog stripped project-wide, not functional in headless)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2764	ABSENT	"returnedCards Map and the !_notShowCards ShowCardEffect(returnedCards,""Cards returned to hand"",true,true) show-cards block removed (Effects.ShowCardEffect UI not present)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2791	ABSENT	await Effects.BounceEffect(permanent, !permanent.IsReturnedToHandByBurstDigivolution) call removed (Effects.BounceEffect UI not present)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2926	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2320	added `EngineContext context = removeFieldPermanents[0].TopCard.Context` as service root since GManager singleton is unavailable
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2926	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2333	`GManager.instance.turnStateMachine.gameContext.Players_ForTurnPlayer` → `new GameContext(context).Players_ForTurnPlayer`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2968	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2365	`GManager.instance.autoProcessing_CutIn.PutStackedSkill` → `AutoProcessing.ForCutIn(context).PutStackedSkill`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2971	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2368	showEffect() local fn and its `if(showEffect())` display block (WillRemoveFieldObject SetActive, MoveToExecuteCardEffect, BrainStormCoroutine, shrink-security) removed; TriggeredSkillProcess kept unconditional
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3086	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2409	AddDigivolutionCardsTop 2nd arg `_cardEffect` → `_cardEffect?.EffectSourceCard?.InstanceId` (Permanent.AddDigivolutionCardsTop param is InstanceId not ICardEffect)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3090	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2413	AddDigivolutionCardsBottom 2nd arg `_cardEffect` → `_cardEffect?.EffectSourceCard?.InstanceId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3103	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2426	"add-log (PlayLog.OnAddLog) and hide-icon (ShowCardEffect ""Digivolution Cards"") blocks removed"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3222	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2518	added `EngineContext context = removeFieldPermanents[0].TopCard.Context` as service root
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3222	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2530	`GManager.instance.turnStateMachine.gameContext.Players_ForTurnPlayer` → `new GameContext(context).Players_ForTurnPlayer`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3264	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2562	`GManager.instance.autoProcessing_CutIn.PutStackedSkill` → `AutoProcessing.ForCutIn(context).PutStackedSkill`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3267	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2565	showEffect() local fn and its `if(showEffect())` display block (WillRemoveFieldObject, MoveToExecuteCardEffect, BrainStormCoroutine, shrink-security) removed; TriggeredSkillProcess kept unconditional
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3360	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2584	OnLeaveFieldAnyone `GManager.instance.autoProcessing.StackSkillInfos` → `AutoProcessing.For(context).StackSkillInfos`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3391	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2615	AddLinkCard 2nd arg `_cardEffect` → `_cardEffect?.EffectSourceCard?.InstanceId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3403	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2627	"add-log (PlayLog.OnAddLog) and hide-icon (ShowCardEffect ""Link Cards"") blocks removed"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3458	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2672	added `EngineContext context = _linkCard.Context` as service root
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3475	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2687	WhenWouldLink `GManager.instance.autoProcessing_CutIn.StackSkillInfos` → `AutoProcessing.ForCutIn(context).StackSkillInfos`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3490	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2702	`_linkCard.PermanentOfThisCard()` → `ICardEffect.ResolvePermanentOfThisCard(_linkCard)` (CardSource.PermanentOfThisCard bridge)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3492	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2704	AddLinkCard 2nd arg `_cardEffect` → `_cardEffect?.EffectSourceCard?.InstanceId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3496	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2708	`_linkCard.Owner.UntilCalculateFixedCostEffect = ...` → `new Player(context, _linkCard.Owner).UntilCalculateFixedCostEffect = ...` (Owner is id, wrapped in mirror Player)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3525	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5890	`_permanent.TopCard.Owner.CanAddSecurity(cardEffect)` → `new Player(...Context, ...Owner).CanAddSecurity(cardEffect?.EffectSourceCard?.InstanceId)` (Owner id wrapped in Player; param InstanceId not ICardEffect)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3542	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5907	ShowWillRemoveFieldEffect / ShrinkSecurityDigimonDisplay / HideWillRemoveFieldEffect removed inside the HasAwaitingActivateEffects branch (TriggeredSkillProcess kept)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3563	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5923	add-log (PlayLog.OnAddLog) block removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3580	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5927	"show-cards (ShowCardEffect ""Security Top/Bottom Card"") block removed"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3620	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5960	`topCard.SetReverse()`/`topCard.SetFace()` face restamp → `Headless.Runtime.SecurityFaceState.Stamp(repo, InstanceId, faceUp:_isFaceup)` (CardSource.SetReverse/SetFace absent in mirror)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3631	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5962	CreateRecoveryEffect(topCard.Owner) removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3709	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:6085	cut-in `permanent.ShowDeleteEffect()` loop, `ShrinkSecurityDigimonDisplay()`, and `HideDeleteEffect()` loop removed (no Effects/Permanent UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3787	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:6152	"""add log"" region building Delete log and calling `PlayLog.OnAddLog?.Invoke` removed (no PlayLog service)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3807	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:6152	"""show cards"" region computing destroyedCards and calling `Effects.ShowCardEffect(...)` removed (no Effects UI service)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3844	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:6180	`Effects.DestroyPermanentEffect(permanent)` call removed (no Effects UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3961	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4730	`PlayLog.OnAddLog?.Invoke(Security Check ...)` removed (no PlayLog service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3965	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4738	`attackProcess.SecurityDigimon = brokenSecurityCard` changed to `= brokenSecurityCard.InstanceId` (mirror AttackProcess.SecurityDigimon is HeadlessEntityId? not a CardSource)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3970	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4743	effect block `securityObject.securityBreakGlass.ShowBlueMatarial()`, `Effects.BreakSecurityEffect`, `WaitForSeconds(0.1f)`, `Effects.EnterSecurityCardEffect` removed (no securityObject/Effects UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:3982	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4754	IReduceSecurity ctor `(player: brokenSecurityCard.Owner, refSkillInfos: ref triggeredSkillInfos, null)` changed to `(brokenSecurityCard.Context, brokenSecurityCard.Owner, refCollector: triggeredSkillInfos, cardEffect: null)` (Owner is HeadlessPlayerId, ref-param becomes list refCollector, added EngineContext)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4014	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4787	inside `if(!brokenSecurityCard.IsDigimon)` the `WaitForSeconds(0.3f)` + `Effects.ShrinkUpUseHandCard(...)` removed (no Effects UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4020	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4792	`Effects.MoveToExecuteCardEffect(brokenSecurityCard)` + `player.brainStormObject.BrainStormCoroutine(...)` removed (no Effects/brainStormObject UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4064	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4835	SelectCardEffect.SetUp arg `selectPlayer: player` changed to `selectPlayer: player.PlayerId` (SetUp takes HeadlessPlayerId not Player)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4177	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4949	`WaitForSeconds(0.3f)` before Battle removed (no frame clock)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4188	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4960	`brokenSecurityCard.Owner.brainStormObject.CloseBrainstrorm(...)` removed (no brainStormObject UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4190	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4962	`brokenSecurityCard.Owner.ExecutingCards.Contains(...)` changed to `new Player(brokenSecurityCard.Context, brokenSecurityCard.Owner).ExecutingCards.Contains(...)` (Owner is HeadlessPlayerId id, wrapped into a Player view)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4194	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4966	`if(ShowUseHandCard.gameObject.activeSelf) ShrinkUpUseHandCard(...)` removed (no Effects UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4200	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4969	`Effects.ShowUseHandCard.OffDP()` removed (no Effects UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4244	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:718	ctor1 param `Player player` changed to `EngineContext context, HeadlessPlayerId playerId` and adds `_causeEffectSourceId = cardEffect?.EffectSourceCard?.InstanceId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4252	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:730	ctor2 param `Player player` changed to `EngineContext context, HeadlessPlayerId playerId` and adds `_causeEffectSourceId = cardEffect?.EffectSourceCard?.InstanceId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4261	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:742	field `Player _player` replaced by `EngineContext _context` + `HeadlessPlayerId _playerId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4268	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:751	IsDestroyed `DestroyedSecurity.Contains(cardSource)` changed to `DestroyedSecurity.Any(d => d.InstanceId == cardSource.InstanceId)` (CardSource is a value wrapper recreated per access, no reference identity)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4277	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:760	StopDestroySecurity `_player.SecurityCards.Count == 0` changed to `zones.GetCards(_playerId, ChoiceZone.Security).Count == 0` via IZoneStateReader (no Player.SecurityCards)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4290	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:773	outer guard `_player.SecurityCards.Count >= 1` changed to `zones.GetCards(_playerId, ChoiceZone.Security).Count >= 1`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4308	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:791	inner guard and switch read `zones.GetCards(_playerId, Security)` and build `new CardSource(_context, security[i], _playerId, _playerId)` instead of indexing `_player.SecurityCards[i]`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4336	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:811	effect block ShowBlueMatarial/BreakSecurityEffect/WaitForSeconds/EnterSecurityCardEffect/WaitForSeconds/DestroySecurityEffect removed (no securityObject/Effects UI service)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4350	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:817	`CardObjectController.AddTrashCard(destroyedSecurityCard)` replaced by `_context.ZoneMover.MoveAsync(new ZoneMoveRequest(_playerId, card.InstanceId, ChoiceZone.Security, ChoiceZone.Trash, Metadata: null))` which hardcodes source zone Security whereas AddTrashCard derived it
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4356	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:825	"`Effects.ShowCardEffect(discardedCards, ""Discarded Cards"", true, true)` removed (no Effects UI service)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4360	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:832	IReduceSecurity ctor `(player: _player, refSkillInfos: ref ContinuousController.instance.nullSkillInfos, cardEffect: _cardEffect)` changed to `(_context, _playerId, refCollector: null, _cardEffect)` (Player→id, ref-nullSkillInfos sentinel becomes null collector)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4382	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:847	"""add log"" region (modeString switch + `PlayLog.OnAddLog?.Invoke`) removed (no PlayLog service)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4503	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5102	four `AttackingPermanent.battle=this`/`DefendingPermanent.battle=this` writes (and the =null resets at AS-IS:4763-4771) omitted; mirror Permanent lacks the `battle` auto-property present at AS-IS Permanent.cs:3182
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4518	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5110	PlayLog log-string build and `PlayLog.OnAddLog?.Invoke(log)` (4518-4530) removed as UI logging
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4541	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5121	snapshot constructor `new Permanent(permanent.cardSources)` changed to `new Permanent(context, InstanceId, OwnerId)` at all four snapshot sites (4541/4549/4682/4690); mirror Permanent has no cardSources ctor
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4561	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5137	`ShowEffect()` local function plus BrainStorm/MoveToExecuteCardEffect display block (4561-4595) removed as UI
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4703	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5246	`Effects.BattleEffect(WinnerPermanents,LoserPermanents,LoserCard)` coroutine call removed as UI
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4722	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:5263	move-up region `if(ShowEffect()) ShrinkSecurityDigimonDisplay()` (4720-4727) removed as UI
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4788	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:874	constructor adds `HeadlessEntityId? causeEffectSourceId` param and `_causeEffectSourceId` field and makes cardEffect an optional trailing param; cause identity threaded as an id instead of via _cardEffect
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4803	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:894	two guards `_cardEffect==null`/`_cardEffect.EffectSourceCard==null` (4803-4804) collapsed into id-presence guard `_causeEffectSourceId is not { IsEmpty:false }`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4807	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:900	`_permanent.ImmuneFromDeDigivolve()` (pure continuous-effect scan at Permanent.cs:826) rehomed to static `ImmuneFromDeDigivolve(context,id)` which still calls the instance scan but ORs an extra check ahead of it
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4843	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:933	loop reads live `_permanent.TopCard` each iteration; port pins a `new Permanent(context,currentTopId,OwnerId)` view and walks currentTopId via NextPromotedSourceId + ArmorPurgeTopAsync return; mirror Permanent is an id-pinned view not a live mutating object
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4876	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:942	first-iteration `if(count==0) Effects.CreateDebuffEffect(_permanent)` removed as UI
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4887	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:954	`RemoveFromAllArea(cardSource)` + `if(!IsToken) AddTrashCard(cardSource)` (4887-4892) replaced by single `Permanent.ArmorPurgeTopAsync(...)` ZoneMover call; isToken guard preserved inside (Permanent.cs:5459 isToken?None:Trash)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4894	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:960	`_permanent.ShowingPermanentCard.ShowPermanentData(true)` removed as UI
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4895	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:960	`Effects.RemoveDigivolveRootEffect(cardSource,_permanent)` removed; body (Effects.cs:2162) is DOTween/transform animation only, UI
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4919	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:979	De-Digivolve add-log region (4919-4940) removed as UI
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4955	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1016	ctor gains `HeadlessEntityId? causeEffectSourceId` param (cause identified by source-entity id) alongside the retained `_cardEffect`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4970	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1037	two guards `_cardEffect==null` + `_cardEffect.EffectSourceCard==null` collapsed into one `_causeEffectSourceId is not {IsEmpty:false}` check
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4968	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1041	added EngineContext extraction from first non-null permanent (with early return if all null)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:4977	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1116	ValidTarget immune check wraps `permanent.ImmuneFromDeDigivolve()` in a static helper that first ORs an extra `Permanent.CannotBeDeDigivolvedKey` metadata pre-check absent from original
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5064	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1077	loop rebuilds `new Permanent(context, currentTopId, ownerId)` each iteration via NextPromotedSourceId walk instead of re-reading `_permanent.TopCard`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5064	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1090	`RemoveFromAllArea(cardSource)` + `if(!IsToken) AddTrashCard(cardSource)` replaced by single `Permanent.ArmorPurgeTopAsync(...)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5074	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1096	`_permanent.TopCard.SetChangedLocationTime()` dropped (design item MIG3-LOCATIONTIME, no headless timestamp facility)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5129	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1146	ctor gains `causeEffectSourceId`; `_cardEffect==null` guard becomes an id gate
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5140	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1154	IsTrashed `TrashedCards.Contains(cardSource)` becomes `.Any(t=>t.InstanceId==cardSource.InstanceId)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5151	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1167	guard `_cardEffect==null` replaced by `_causeEffectSourceId is not {IsEmpty:false} causeId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5160	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1289	`cardSource.CanNotTrashFromDigivolutionCards(_cardEffect)` wrapped in static helper that first ORs an extra `CardEffectCommons.TrashProtectedKey` metadata pre-check absent from original
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5164	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1301	`source.willBeRemoveSources = true` instance flag becomes metadata write via SetWillBeRemoveSources/ReadWillBeRemoveSources
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:5183	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:1210	cut-in uses `AutoProcessing.ForCutIn(context)` instead of shared `GManager.instance.autoProcessing_CutIn`; `ShrinkSecurityDigimonDisplay()` call dropped
