relpath,verdict,deviations,notes
Script/CardEffectCommons/KeyWordEffects/Alliance.cs,MATCH-TRANSLATED,,"All 4 AS-IS functions ported (CanActivateAlliance/AllianceProcess/GainAlliance/GainAlliancePlayerEffect), with GainAlliance/GainAlliancePlayerEffect rehoused as an ICardEffect-signature Task overload delegating to a CardSource-only substrate sibling (documented per effect_model_rebuild_design §11.3 convention). AllianceProcess carries a self-documented fidelity RESTORATION note: the AS-IS Alliance.cs:95 guard 'suspend only if !selected.TopCard.CanNotBeAffected(activateClass)' was found dropped during an earlier P6-cluster2 rewrite and has been re-added here, evidencing active fidelity upkeep rather than a live gap. HasMatchConditionPermanent(card,cond) verified as the correct 'both-players battle-area view scan' overload (CardEffectCommons.cs:3724, EnumerateFieldPermanentViews(card,...).Any(cond)) matching AS-IS's global-scan-filtered-by-owner-condition semantics — not a scoping narrowing. SuspendPermanentsClass(list,activateClass,isBlock:false) and ChangeDigimonDP/ChangeDigimonSAttack(...,sourceCard,...) both ride established codebase-wide mirror-overload signatures (verified present at CardEffectCommons.cs:1627/1667), not local inventions."
Script/PermanentDetail.cs,BLOCKED,,스텁(TODO Skeleton) vs 순수 Unity UI 패널(CardImage/ScrollRect/DOTween/TMP) — §3 UI-panel UNPORTED류
Script/SelectJogressEffect.cs,BLOCKED,,스텁이나 사유 명기: UI-flow orchestrator 재분류 — 실결정은 ChoiceProvider 기반 DNA-digivolve 파이프라인(DNADigivolvePermanentsIntoHandOrTrashCard)으로 대체
Script/SelectCountEffect.cs,MATCH-TRANSLATED,,MIG7 count-picker + P6C1 AS-IS 시그니처 전면 포팅(SetUp/SetCandidates/SetPreferMin/SetIsDigivolutionCost/Activate) 1:1; UI(outline/commandText) stripped
Script/CheckCardPanel.cs,BLOCKED,,스텁(TODO Skeleton) vs 순수 Unity UI 패널(ScrollRect/EventTrigger/Photon) — §3류
Script/CheckEffectDisabledClass.cs,MATCH-1:1,,disable-tree 평가기 순수 LINQ 로직 verbatim 포팅(메서드 순서까지 동일)
Script/CEntity_Base.cs,MATCH-TRANSLATED,,EFFECT-MODEL REBUILD 부분 미러 — CardColor enum만 우선 이식(성장형)
Script/UserSelectionManager.cs,MATCH-TRANSLATED,,bridge W5 1:1 — Photon/panel 전송을 ChoiceProvider ModeChoice 1건으로 치환(문서화); WaitForEndSelect 무한폴링 불가경로는 throw(RD-W5-3
Script/PermanentEffectFactory.cs,MATCH-TRANSLATED,,DeleteSelfEffect/DigimonEffectImmunity/OptionEffectImmunity/CanNotSwitchAttackTargetEffect/CollisionEffect/AddDetailClass 전원 1:1; 발명 string-key 오버로드는 0-consumer 확인 후 물리삭제(G-clean
Script/CardEffectCommons/KeyWordEffects/Partition.cs,MATCH-TRANSLATED,,CanTriggerPartition/CanActivatePartition/PartitionProcess/PartitionClass 1:1; CreateDebuffEffect·Play Log = UI stripped
Script/CardEffectCommons/KeyWordEffects/Retaliation.cs,MATCH-TRANSLATED,,CanActivateRetaliation/RetaliationProcess/GainRetaliation 1:1; 종단 delete는 검증된 DeletePeremanentAndProcessAccordingToResult 경유(동일 파이프라인)
Script/CardEffectFactory/KeyWordEffects/Partition.cs,MATCH-TRANSLATED,,PartitionCondition(string 색상)+PartitionSelfEffect/PartitionEffect 1:1; SetHashString의 card.CardID→card.CardNumber는 전역 CardID→CardNumber 개명 컨벤션(전 파일 일관)
Script/CardEffectFactory/ChangePlayCost.cs,MATCH-1:1,,ChangePlayCostStaticEffect/MandatorySelfPlayCostReduction 바이트 수준 동일(최근 W3c-final AS-IS화 커밋 반영 확인)
Script/DeckInfoPanel.cs,BLOCKED,,스텁(TODO Skeleton) vs 순수 Unity 덱정보 UI 패널(InputField/Animator/Clipboard)
Script/GameContext.cs,MATCH-TRANSLATED,,MIG6 stateless VIEW 1:1(Players/Players_ForTurnPlayer/TurnPlayer/TurnPhase/Memory/PermanentsForTurnPlayer/ActiveCardList); FirstPlayer·SwitchTurnPlayer/DoSwitchTurnPlayer는 GameContextStateAccessor로
Script/SelectDeck.cs,BLOCKED,,스텁이나 사유 명기: 순수 Unity 덱선택 화면(OffAnimation/Animator/ScrollRect) — §3 UI-panel류와 동급 재분류
Script/CardEffectFactory/KeyWordEffects/Link.cs,MATCH-TRANSLATED,,LinkEffect+ChangeLinkCostClass 계열 1:1; PermanentOfThisCard→ResolvePermanentOfThisCard 등 확립된 substrate 치환만
Script/CardEffectCommons/KeyWordEffects/Execute.cs,MATCH-TRANSLATED,,CanActivateExecute/ExecuteProcess/GainExecute 1:1; OnEndTurn 창 경유로 재배선(문서화
Script/CardEffectCommons/KeyWordEffects/Overclock.cs,MATCH-TRANSLATED,,CanActivateOverclock/OverclockProcess/GainOverclock 1:1; SelectAttackEffect 오퍼는 확립된 EffectDrivenAttack substrate
Script/CardEffectFactory/ChangeDP.cs,MATCH-TRANSLATED,,ChangeSelfDPStaticEffect/ChangeTargetDPStaticEffect/ChangeDPStaticEffect 1:1; PermanentView 브릿지·CanNotBeAffected 시그니처만 substrate 치환
Script/Effect Examples/Link_Examples.cs,BLOCKED,,스텁(TODO Skeleton)이나 AS-IS 자체가 DCGO.CardEffects.Examples 네임스페이스의 문서화 TEMPLATE — 실제 카드번호 아님·카드DB 미등재·인스턴스화 안 됨(TrashLinkedCards.cs RD-SKEL-01 주석에서 교차 확인)
Script/DeckBuildingRule.cs,BLOCKED,,"스텁(TODO Skeleton)이나 census(design_item_census_2026-07-23.md:259)에서 ""스테일 플레이스홀더·정리 후보""로 명시 확인 — 덱합법성 로직은 헤드리스 룰 파이프라인 전역에 재하우징(카드당 4장/디지타마 5장 등은 rl_env_design 문서가 별도 확인)"
Script/CardEffectCommons/KeyWordEffects/Vortex.cs,MATCH-TRANSLATED,,CanActivateVortex/PermanentHasVortexCanAttackPlayers/VortexProcess/GainVortex 1:1; GameContext 인스턴스화로 컨텍스트 획득만 substrate 치환
Script/CardEffectFactory/ChangeLinkMax.cs,MATCH-TRANSLATED,,ChangeSelfLinkMaxStaticEffect/ChangeTargetLinkMaxStaticEffect/ChangeLinkMaxStaticEffect 1:1
Script/CardEffectFactory/KeyWordEffects/Scapegoat.cs,MATCH-TRANSLATED,,ScapegoatSelfEffect/ScapegoatEffect/ScapegoatStaticEffect 1:1; card.CardID→CardNumber 개명 컨벤션
Script/CardEffectFactory/ChangeDigivolutionCost.cs,MATCH-1:1,,ChangeDigivolutionCostStaticEffect 바이트 수준 동일
Script/CardEffectFactory/KeyWordEffects/BlastDigivolution.cs,MATCH-TRANSLATED,,BlastDigivolveEffect 1:1 — RD-P6C2-11 필드-프레임 슬롯 read-side 착륙 확인 후 정식 포팅(과거 STOP 해소 문서화)
Script/CardEffectCommons/KeyWordEffects/Blitz.cs,MATCH-TRANSLATED,,CanActivateBlitz/BlitzProcess(훅 유/무 양경로)/GainBlitz 1:1; RD-W3-7 문서화된 잔여 설계항목(무훅 경로의 causing-effect 미threading
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotUnsuspend.cs,MATCH-TRANSLATED,,GainCanNotUnsuspend/GainCantUnsuspendUntilOpponentTurnEnd/GainCantUnsuspendNextActivePhase 1:1(공유 Impl로 리팩터되었으나 판정 로직 동일)
Script/CardEffectFactory/KeyWordEffects/Alliance.cs,MATCH-TRANSLATED,,AllianceSelfEffect/AllianceEffect/AllianceStaticEffect 1:1
Script/CardEffectCommons/KeyWordEffects/Decode.cs,MATCH-TRANSLATED,,CanActivateDecode/DecodeProcess/GainDecode 1:1; PlayPermanentCards는 sourceCard 오버로드(별도 확인된 기존 오버로드) 사용
Script/CardEffectCommons/TrashLinkedCards.cs,BLOCKED,,SelectTrashLinkedCards — RD-SKEL-01: AS-IS 자체가 LinkedCards/DigivolutionCards 예산 불일치로 인한 잠재 무한루프 구조(재검증 완료
Script/CardEffectCommons/CanUseEffects/WhenDeleteOpponentDigimon.cs,MATCH-1:1,,CanTriggerWhenDeleteOpponentDigimon 바이트 수준 동일
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeSAttack.cs,DEVIATION,GAP@AS-IS:124 InverteDigimonSAttack·:176 InvertDigimonSAttack — TO-BE 전역 무대응(grep 확인),ChangeDigimonSAttack 2오버로드는 충실 브릿지
Script/StreamingAssetsUtility.cs,BLOCKED,,스텁 vs Unity 이미지/IO 인프라(룰층 아님)
Script/CardEffectCommons/KeyWordEffects/Raid.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectFactory/KeyWordEffects/Blitz.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectFactory/AddDigivolutionRequirement.cs,MATCH-TRANSLATED,,경계값 전 보존
Script/CardEffectCommons/KeyWordEffects/Pierce.cs,MATCH-TRANSLATED,,substrate only
Script/OptionalSkill.cs,MATCH-TRANSLATED,,ChoiceProvider seam
Script/CardEffectCommons/TrashDigivolutionCards.cs,MATCH-TRANSLATED,,재하우징 확인(CardEffectCommons.cs:2126)
Script/CardEffectFactory/CanNotBlock.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeLinkMax.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanentOrPlayer.cs,MATCH-TRANSLATED,,+무해 null-가드(강화)
Script/CardEffectCommons/KeyWordEffects/Progress.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectFactory/CanNotDigivolve.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectCommons/KeyWordEffects/MaterialSave.cs,MATCH-TRANSLATED,,가드-역전=행동등가
Script/CardEffectCommons/CanUseEffects/WhenDeleteOpponentDigimonByBattle.cs,MATCH-TRANSLATED,,body byte-identical
Script/CardEffectCommons/KeyWordEffects/MindLink.cs,MATCH-TRANSLATED,IsFlipped narrowing 드롭(flip 미모델)·self-tuck 가드 추가(무해),headless choice-model
Script/NextPhaseButton.cs,BLOCKED,,스텁 — pass/hatch 디스패치는 TurnStateMachine/TurnFlowDriver/PassAction 재하우징 확인(갭 아님)
Script/CardEffectFactory/CanNotAttack.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectCommons/KeyWordEffects/Fortitude.cs,MATCH-TRANSLATED,,AS-IS Evade-quirk verbatim 보존
Script/IEnumerableExtension.cs,MATCH-TRANSLATED,,verbatim helpers
Script/CardEffectFactory/AddAppfusionMethod.cs,MATCH-TRANSLATED,,Unity-truthy→!=null
Script/CardEffectCommons/KeyWordEffects/Blocker.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectFactory/KeyWordEffects/Decoy.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffects/ChangeCostClass.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectFactory/AddLinkRequirement.cs,MATCH-1:1,,byte-identical
Script/CardEffectCommons/KeyWordEffects/Barrier.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectCommons/KeyWordEffects/Rush.cs,MATCH-TRANSLATED,,+CanResolveRush scaffolding
Script/SelectDNACondition.cs,MATCH-TRANSLATED,,dead branch preserved
Script/CardEffectFactory/VortexCanAttackPlayers.cs,MATCH-TRANSLATED,,verbatim
Script/CardEffectCommons/CanUseEffects/WhenWinBattle.cs,MATCH-1:1,,byte-identical
Script/Combinations.cs,BLOCKED,GAP@whole: TO-BE 스텁 vs AS-IS 실로직(GetUniqueName/ColorCardCount·GetCombinations) 미포팅·미재하우징,로직-축 GAP — 소비자 지도 후속
Script/CardEffectFactory/ChangeOriginDP.cs,MATCH-1:1,,byte-identical
Script/CardEffectCommons/CustomMessage.cs,MATCH-1:1,,verbatim
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotSuspend.cs,MATCH-TRANSLATED,,Impl 공유 추출·전 분기 보존
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/StartOfMainAttack.cs,MATCH-TRANSLATED,,RD-3A-01 STOP→풀 포트
Script/CardEffectFactory/KeyWordEffects/Barrier.cs,MATCH-TRANSLATED,,CardID→CardNumber=동일값 rename
Script/CardEffectCommons/KeyWordEffects/ArmorPurge.cs,MATCH-TRANSLATED,,+CanResolveArmorPurge 문서화 additive
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotUnsuspend.cs,MATCH-TRANSLATED,,substrate only
Script/DeckListPanel.cs,BLOCKED,,스텁 vs 순수 Unity UI(룰층 0)
Script/CardEffectFactory/KeyWordEffects/Fragment.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectFactory/KeyWordEffects/Pierce.cs,MATCH-TRANSLATED,,구 발명 Pierce.Create 대체 확인
Script/CardEffectFactory/KeyWordEffects/Evade.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotSuspend.cs,MATCH-TRANSLATED,,substrate only
Script/CardEffectCommons/KeyWordEffects/Iceclad.cs,MATCH-TRANSLATED,,substrate only
Script/ShuffleDeckCode.cs,BLOCKED,,"스텁 vs 덱코드 난독화 client util(GetConvertDeckCode/GetDeckCode 셔플-암호화, ConvertBinaryNumber 기반) — 규칙층 아님"
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotAttack.cs,MATCH-TRANSLATED,,"IEnumerator->Task·grant-time 면역가드 제거(RD-J-01, AS-IS 무조건부여 복원)·CreateDebuffEffect UI 드롭; ICardEffect+CardSource 오버로드 공유 Impl"
Script/CardEffectFactory/KeyWordEffects/Raid.cs,MATCH-TRANSLATED,,PermanentOfThisCard->ICardEffect.ResolvePermanentOfThisCard·IEnumerator->Task; CanActivateRaid/RaidProcess에 card 인자 추가=commons측과 정합(전역 시그니처 번역)
Script/CreateNewDeckButton.cs,BLOCKED,,스텁 vs 순수 Unity UI MonoBehaviour(덱생성 버튼) — 규칙층 0
Script/DeckCodeUtility.cs,BLOCKED,,스텁 vs 덱코드 import/export UI 유틸(ContinuousController.instance 등 Unity 싱글톤 의존) — 규칙층 아님
Script/CardEffectFactory/KeyWordEffects/Progress.cs,MATCH-TRANSLATED,,"PermanentOfThisCard->ResolvePermanentOfThisCard·IsOpponentEffect(ICardEffect,card)->IsOpponentEffect(cardEffect.EffectSourceCard,card)=엔진전역 시그니처 번역(CardEffectCommons.cs:3807)"
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeAttacked.cs,MATCH-TRANSLATED,,CanNotAttack.cs 자매 패턴과 동일: IEnumerator->Task·grant-time 가드 제거(RD-J-01)·UI 드롭
Script/CardEffectCommons/KeyWordEffects/Evade.cs,MATCH-TRANSLATED,,"4개 헬퍼(GainEvade/CanTriggerEvade/CanActivateEvade/EvadeProcess) 전량 포팅 완료; SuspendPermanentsClass ctor 형태만 substrate 번역, willBeRemoveField=false 복원"
Script/CardEffectCommons/KeyWordEffects/Fragment.cs,MATCH-TRANSLATED,,maxCount:3 하드코드 quirk verbatim 보존; TrashDigivolutionCards->DigivolutionStackHelpers.TrashSpecificSourcesAsync 치환(동일 행동모델 명시)
Script/CardEffectFactory/KeyWordEffects/Decode.cs,MATCH-TRANSLATED,,본문 verbatim; DecodeSourceConditionKey 상수 홀더=외부 소비자(DeletionReplacementTiming/CardLeavePlayCleanup) 존재로 보존
Script/CardEffectFactory/KeyWordEffects/Jamming.cs,MATCH-TRANSLATED,,PermanentOfThisCard->Resolve...·DefendingCard==SecurityDigimon(CardSource)->DefendingCard.InstanceId==SecurityDigimon(HeadlessEntityId?)=엔진전역 필드타입 번역(AttackProcess.cs:128)
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeBlocked.cs,MATCH-TRANSLATED,,IEnumerator->async Task; CreateBuffEffect UI dropped; invented grant-time immunity guard removed (RD-J-01) restoring AS-IS unconditional grant; guards/conditions/factory call 1:1
Script/CardInfo.cs,BLOCKED,"7-line skeleton stub (TODO: Skeleton only), full AS-IS 162-line body absent","AS-IS is pure Unity UI MonoBehaviour (Image/TextMeshPro/sprite/color, SetUpCardInfo/OnClick) with no game-rule logic; stub benign but unimplemented"
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotAttack.cs,MATCH-TRANSLATED,,IEnumerator->async Task; per-permanent CreateDebuffEffect UI loop dropped; AttackerCondition/DefenderCondition/Condition + CanNotAttackStaticEffect + AddEffectToPlayer 1:1
Script/CardEffectFactory/KeyWordEffects/Fortitude.cs,MATCH-TRANSLATED,,PermanentOfThisCard()->ResolvePermanentOfThisCard; new Permanent ctor substrate; IEnumerator->Task; hashstring card.CardID->card.CardNumber (equivalent catalog id); body 1:1
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotBlock.cs,MATCH-TRANSLATED,,"IEnumerator->async Task; CreateDebuffEffect UI loop dropped; AttackerCondition folds area+CanNotBeAffected+caller filter, DefenderCondition wrap, CanUseCondition=true 1:1"
Script/CardEffectFactory/ChangeCardDP.cs,MATCH-TRANSLATED,,generic int/Func<int> dispatch + ChangeDP/CardCondition/isUpDown 1:1; substrate: SecurityDigimon==cardSource -> ==cardSource.InstanceId; UnityEngine stripped
Script/CardEffectCommons/CanUseEffects/WhenLinked.cs,MATCH-TRANSLATED,,body character-for-character identical (CanTriggerWhenLinking + CanTriggerWhenLinked); only namespace added and using UnityEngine dropped
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/TamerBecomesDigimonThatCanNotDigivolve.cs,MATCH-TRANSLATED,,"three timed grants (TreatAsDigimon/ChangeBaseDP/CanNotDigivolve)+guards 1:1; IEnumerator->async Task; CreateBuffEffect dropped; SetActivatedTime(DateTime.Now) dropped (Unity presentation-ordering, no headless substrate)"
Script/CardEffectFactory/KeyWordEffects/Blocker.cs,MATCH-TRANSLATED,,BlockerSelfStaticEffect/BlockerStaticEffect 1:1; PermanentOfThisCard()->ResolvePermanentOfThisCard; sync (no coroutine); UnityEngine stripped
Script/CardEffectFactory/KeyWordEffects/Retaliation.cs,MATCH-TRANSLATED,,RetaliationSelfEffect/RetaliationEffect 1:1 incl CanTriggerOnPermanentDeleted lambda + SetIsLinkedEffect; PermanentOfThisCard bridge; IEnumerator delegation->non-async Task; UnityEngine/Pool stripped
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBlock.cs,MATCH-TRANSLATED,,AttackerCondition(caller wrap)/DefenderCondition(defender==target)/CanUseCondition 1:1; IEnumerator->async Task; CreateDebuffEffect dropped; RD-J-01 invented guard removed
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeDeletedByEffect.cs,MATCH-TRANSLATED,,"CanNotBeDestroyedBySkillStaticEffect with real Func<ICardEffect,bool> cardEffectCondition threaded verbatim (RD-W2-1 down-adapter deleted); PermanentCondition/CanUseCondition 1:1; async Task; CreateBuffEffect dropped"
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeSAttack.cs,DEVIATION,InvertDigimonSAttackPlayerEffect (AS-IS :73-131) region NOT ported — engine-wide grep confirms no commons wrapper exists (only factory InvertSAttackStaticEffect); TO-BE self-admits 'left for a later batch',"Only ChangeDigimonSAttackPlayerEffect ported (AS-IS-signature bridge overload -> CardEffectCommons.cs:3058, 1:1); second AS-IS region is a genuine GAP"
Script/ConvertBinaryNumber.cs,BLOCKED,"7-line skeleton stub (TODO: Skeleton only), full AS-IS 145-line body absent",Deterministic non-UI base-conversion logic NStringToNKString/NKStringToNString/IntToNString/NStringToInt + 260-glyph digit table NOT ported; real logic gap
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotBeDeletedByBattle.cs,MATCH-TRANSLATED,,rehoused from monolith; 4-arg battle predicate + PermanentCondition + CanUseCondition + CanNotBeDestroyedByBattleStaticEffect 1:1; area guard via IZoneStateReader; sync (UI coroutine dropped); RD-J-01 misread grant-guard removed
Script/CardEffectFactory/KeyWordEffects/MaterialSave.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->Task pure-delegation; card.CardID->card.CardNumber rename); factory partial 심볼/분기/조건 전부 동일
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNoReturnToDeck.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->async Task; PermanentCondition/CanUseCondition/AddEffectToPlayer 1:1; CreateBuffEffect UI loop dropped); AS-IS-signature overload + Impl split = rehousing (logic identical)
Script/CardEffects/ChangeLinkMaxClass.cs,MATCH-TRANSLATED,,substrate only (Mathf.Abs->Math.Abs); GetLinkMax invert 분기·isUpDown·PermanentCondition 완전 동일
Script/CardEffects/ChangeSAttackClass.cs,MATCH-TRANSLATED,,substrate only (Mathf.Abs->Math.Abs); GetSAttack invert 분기·isUpDown·PermanentCondition 완전 동일
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNoReturnToDeck.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->Task; CreateBuffEffect UI dropped); PermanentCondition=target·CanUseCondition·AddEffectToPermanent 1:1; RD-J-01 removed invented grant-time guard = AS-IS restore
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotReturnToHand.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->Task; CreateBuffEffect UI dropped); CannotReturnToHandStaticEffect 배선·가드 1:1
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotBeDeletedByBattle.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->Task; PermanentsForTurnPlayer CreateBuffEffect loop dropped); 4-arg canNotBeDestroyedByBattleCondition 전달·PermanentCondition fold 1:1
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ImmuneFromDPMinus.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->Task; CreateBuffEffect UI dropped); ImmuneFromDPMinusStaticEffect 배선·가드 1:1
Script/CardEffectFactory/KeyWordEffects/ArtsDigivolve.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->async Task; StartCoroutine->await; HasMatchConditionPermanent card-context overload = scope-neutral); SelectPermanentEffect/PlayCardClass 인자 1:1
Script/CardEffectFactory/KeyWordEffects/Overclock.cs,MATCH-TRANSLATED,,substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard; IEnumerator->Task); SelfEffect+Effect 두 리전·rootCardEffect 분기·CanActivate 1:1
Script/CardEffectFactory/KeyWordEffects/Reboot.cs,MATCH-TRANSLATED,,substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard); RebootSelfStaticEffect/RebootStaticEffect·isInherited/isLinked 분기·PermanentCondition 1:1
Script/CardEffectCommons/KeyWordEffects/Decoy.cs,MATCH-TRANSLATED,,"substrate only (IEnumerator->async Task; HasMatchConditionPermanent/MatchConditionPermanentCount card-context overload; HideDeleteEffect UI dropped; willBeRemoveField=false restored); CanActivateDecoy·DeletePeremanentAndProcess·maxCount=Min(1,..) 1:1"
Script/CardEffectFactory/KeyWordEffects/Execute.cs,MATCH-TRANSLATED,,substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard; IEnumerator->Task); CanActivateExecute/ExecuteProcess 배선 1:1
Script/CardEffectFactory/KeyWordEffects/Vortex.cs,MATCH-TRANSLATED,,substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard; IEnumerator->Task); CanActivateVortex/VortexProcess 배선 1:1
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotReturnToHand.cs,MATCH-TRANSLATED,,substrate only (IEnumerator->Task; PermanentsForTurnPlayer CreateBuffEffect loop dropped); CannotReturnToHandStaticEffect·PermanentCondition fold 1:1
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ImmuneFromDPMinus.cs,MATCH-TRANSLATED,,"IEnumerator->async Task; logic 1:1 (guards, PermanentCondition battle-area+!CanNotBeAffected+predicate, CanUseCondition=true, ImmuneFromDPMinusStaticEffect, AddEffectToPlayer None); shared Impl + CardSource-only overload; CreateBuffEffect UI dropped"
Script/CardEffectFactory/CanNotBeDeletedByEffect.cs,MATCH-1:1,,"body byte-identical (CanNotBeDestroyedBySkillStaticEffect: same nested conditions, same CanNotBeAffected(canNotBeDestroyedBySkillClass), same IsPermanentExistsOnField); namespace/using only. Header comment claims InstanceId adaptation NOT present (stale)"
Script/CutInProcess.cs,BLOCKED,"CutInProcessCoroutine — STOP seat (design item RD-R3-02); TO-BE comment-only stub, no code","Deliberate STOP: AS-IS CutInProcessCoroutine dead (zero callers), blocked on DestroyPermanentsClass mirror (R2-P2-4); re-open condition documented in stub"
Script/CardEffectFactory/KeyWordEffects/Iceclad.cs,MATCH-TRANSLATED,,Logic verbatim; only substrate bridge card.PermanentOfThisCard()->ResolvePermanentOfThisCard(card)
Script/CardEffectFactory/KeyWordEffects/Rush.cs,MATCH-TRANSLATED,,Logic verbatim; only PermanentOfThisCard()->ResolvePermanentOfThisCard(card) substrate bridge
Script/CardEffectCommons/CanUseEffects/OnTrashDigivolutionCard.cs,MATCH-1:1,,"both methods (CanTriggerOnTrashSelfDigivolutionCard, CanTriggerOnTrashDigivolutionCard) byte-identical; namespace/using only"
Script/CardEffectCommons/CanUseEffects/OnTrashLinkCard.cs,MATCH-1:1,,identical logic (LinkedCards.Contains guard + hashtable permanent/effect/discarded-cards chain); namespace/using only
Script/CardEffectCommons/CanUseEffects/OnTrashLinkedCard.cs,MATCH-1:1,,identical logic (LinkedCards variant); namespace/using only
Script/CardEffects/ChangeBaseDPClass.cs,MATCH-1:1,,"kind-class identical (SetUpChangeBaseDPClass, GetDP guard chain, PermanentCondition/IsUpDown/IsMinusDP); namespace/using only"
Script/CardEffects/ChangeDPClass.cs,MATCH-1:1,,kind-class identical; namespace/using only
Script/CardEffectFactory/KeyWordEffects/Collision.cs,MATCH-TRANSLATED,,Logic verbatim incl. isLinkedEffect passthrough; only PermanentOfThisCard()->ResolvePermanentOfThisCard(card) substrate bridge
Script/CardEffectCommons/KeyWordEffects/Save.cs,MATCH-TRANSLATED,,"IEnumerator->async Task; CanActivateSave/SaveProcess logic preserved. Substrate: added CardSource scan-scope param on CanActivateSave/MatchConditionPermanentCount; SelectPermanentEffect callback records selection, AddDigivolutionCardsBottom run after Activate(); activateClass->EffectSourceCard.InstanceId; TrashHandCard UI hide dropped"
Script/CardEffects/ChangeCardDPClass.cs,MATCH-1:1,,kind-class identical (CardSource-keyed GetDP/CardCondition); namespace/using only
Script/GameRandom.cs,MATCH-TRANSLATED,,Script-layer TO-BE intentionally-empty skeleton; AS-IS Xoshiro256** PRNG re-housed to Headless/Services/GameRandomSource.cs (static->injected IRandomSource). Algorithm core preserved. Caveat: substrate draws NextUInt64 (AS-IS NextUInt32 top-32) + NextDouble 53-bit (AS-IS float 24-bit) so raw sequences not byte-identical (acceptable substrate); Script seat is bare TODO skeleton w/o retirement guard
Script/CardEffectCommons/KeyWordEffects/Jamming.cs,MATCH-TRANSLATED,,"IEnumerator->async Task; GainJamming logic 1:1 (null/battle-area/EffectSourceCard guards, PermanentCondition==target, CanUseCondition !CanNotBeAffected, JammingStaticEffect, AddEffectToPermanent None); terminal CreateBuffEffect VFX dropped"
Script/CardEffectCommons/KeyWordEffects/Scapegoat.cs,MATCH-TRANSLATED,,"IEnumerator->Task; single-arg HasMatchConditionPermanent(pred) mapped to scoped (TopCard,pred) overload; per-selected DeletePeremanent coroutine restructured 1:1 with SuccessProcess willBeRemoveField=false restored; HideDeleteEffect() VFX stripped"
Script/CardEffectFactory/CanNoReturnToDeck.cs,MATCH-1:1,,"body byte-identical; only namespace/using added (CanNotBeAffected adaptation lives in underlying method, call-site text identical)"
Script/MainPhaseAction/PlayCardAction.cs,MATCH-TRANSLATED,,Photon Serialize/Deserialize/byte[] ctor transport stripped (substrate); void Execute->Task Execute; ctor+fields+Execute delegation identical
Script/CardEffectCommons/CanUseEffects/PermanentEnterField/PermanentEnterField.cs,MATCH-1:1,,body byte-identical; namespace/using only
